,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size,number of memory types
76,0.6891555786132812,16,0,1,250,250,1000,1,1,15,7006.239,20333.7,13327.461,0.0,20333.7,15025.391,5573.629,12522.55624556316,20599.02,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,6.061454545454547,1,0.7585628326324962,0.002,3,-0.020453931551462152,3
78,0.6151390075683594,16,2,1,250,250,1000,1,1,13,7006.239,17571.004,10564.765,0.0,17571.004,13308.963,4821.886,9949.39601429871,18130.849,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,6.061454545454547,1,0.7585628326324962,0.002,3,-0.021639760670897647,3
77,1.133256435394287,16,1,1,250,250,1000,1,1,24,7006.239,27283.773,20277.534,0.0,27283.773,21064.779,7666.776,14459.041339031459,28731.555,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,6.061454545454547,1,0.7585628326324962,0.002,3,0.059021139786006066,3
74,1.2372801303863525,15,3,1,250,250,1000,1,1,27,7006.239,29013.849,22007.61,0.0,29013.849,24684.632,6097.846,30364.878984865667,30782.478,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,5.657424242424243,1,0.7585628326324962,0.002,3,-0.012029231177942372,3
81,0.7321655750274658,17,0,1,250,250,1000,1,1,15,7006.239,20333.7,13327.461,0.0,20333.7,15025.391,5573.629,12522.55624556316,20599.02,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,6.4654848484848495,1,0.7585628326324962,0.002,3,-0.020453931551462152,3
83,0.6281421184539795,17,2,1,250,250,1000,1,1,13,7006.239,17571.004,10564.765,0.0,17571.004,13308.963,4821.886,9949.39601429871,18130.849,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,6.4654848484848495,1,0.7585628326324962,0.002,3,-0.021639760670897647,3
80,0.8591945171356201,16,4,1,250,250,1000,1,1,18,7006.239,24595.917,17589.678,0.0,24595.917,19212.632,6154.477,11237.644531941545,25367.109,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,6.061454545454547,1,0.7585628326324962,0.002,3,0.04533344914595534,3
79,1.1112520694732666,16,3,1,250,250,1000,1,1,22,7006.239,29308.051,22301.812,0.0,29308.051,22066.318,7839.373,13780.048221050018,29905.691,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,6.061454545454547,1,0.7585628326324962,0.002,3,-0.05431019334543122,3
85,0.8731977939605713,17,4,1,250,250,1000,1,1,18,7006.239,24595.917,17589.678,0.0,24595.917,19212.632,6154.477,11237.644531941545,25367.109,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,6.4654848484848495,1,0.7585628326324962,0.002,3,0.04533344914595534,3
82,1.2032721042633057,17,1,1,250,250,1000,1,1,24,7006.239,27283.773,20277.534,0.0,27283.773,21064.779,7666.776,14459.041339031459,28731.555,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,6.4654848484848495,1,0.7585628326324962,0.002,3,0.059021139786006066,3
84,1.1472597122192383,17,3,1,250,250,1000,1,1,22,7006.239,29308.051,22301.812,0.0,29308.051,22066.318,7839.373,13780.048221050018,29905.691,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,6.4654848484848495,1,0.7585628326324962,0.002,3,-0.05431019334543122,3
86,0.7261652946472168,18,0,1,250,250,1000,1,1,15,7006.239,20333.7,13327.461,0.0,20333.7,15025.391,5573.629,12522.55624556316,20599.02,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,6.869515151515152,1,0.7585628326324962,0.002,3,-0.020453931551462152,3
88,0.6511471271514893,18,2,1,250,250,1000,1,1,13,7006.239,17571.004,10564.765,0.0,17571.004,13308.963,4821.886,9949.39601429871,18130.849,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,6.869515151515152,1,0.7585628326324962,0.002,3,-0.021639760670897647,3
91,0.7091596126556396,19,0,1,250,250,1000,1,1,15,7006.239,20333.7,13327.461,0.0,20333.7,15025.391,5573.629,12522.55624556316,20599.02,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,7.273545454545456,1,0.7585628326324962,0.002,3,-0.020453931551462152,3
90,0.8501923084259033,18,4,1,250,250,1000,1,1,18,7006.239,24595.917,17589.678,0.0,24595.917,19212.632,6154.477,11237.644531941545,25367.109,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,6.869515151515152,1,0.7585628326324962,0.002,3,0.04533344914595534,3
87,1.1232542991638184,18,1,1,250,250,1000,1,1,24,7006.239,27283.773,20277.534,0.0,27283.773,21064.779,7666.776,14459.041339031459,28731.555,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,6.869515151515152,1,0.7585628326324962,0.002,3,0.059021139786006066,3
89,1.0802443027496338,18,3,1,250,250,1000,1,1,22,7006.239,29308.051,22301.812,0.0,29308.051,22066.318,7839.373,13780.048221050018,29905.691,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,6.869515151515152,1,0.7585628326324962,0.002,3,-0.05431019334543122,3
93,0.6201403141021729,19,2,1,250,250,1000,1,1,13,7006.239,17571.004,10564.765,0.0,17571.004,13308.963,4821.886,9949.39601429871,18130.849,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,7.273545454545456,1,0.7585628326324962,0.002,3,-0.021639760670897647,3
96,0.709160327911377,20,0,1,250,250,1000,1,1,15,7006.239,20333.7,13327.461,0.0,20333.7,15025.391,5573.629,12522.55624556316,20599.02,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,7.677575757575759,1,0.7585628326324962,0.002,3,-0.020453931551462152,3
95,0.8391892910003662,19,4,1,250,250,1000,1,1,18,7006.239,24595.917,17589.678,0.0,24595.917,19212.632,6154.477,11237.644531941545,25367.109,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,7.273545454545456,1,0.7585628326324962,0.002,3,0.04533344914595534,3
98,0.6131386756896973,20,2,1,250,250,1000,1,1,13,7006.239,17571.004,10564.765,0.0,17571.004,13308.963,4821.886,9949.39601429871,18130.849,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,7.677575757575759,1,0.7585628326324962,0.002,3,-0.021639760670897647,3
92,1.1322565078735352,19,1,1,250,250,1000,1,1,24,7006.239,27283.773,20277.534,0.0,27283.773,21064.779,7666.776,14459.041339031459,28731.555,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,7.273545454545456,1,0.7585628326324962,0.002,3,0.059021139786006066,3
94,1.0452368259429932,19,3,1,250,250,1000,1,1,22,7006.239,29308.051,22301.812,0.0,29308.051,22066.318,7839.373,13780.048221050018,29905.691,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,7.273545454545456,1,0.7585628326324962,0.002,3,-0.05431019334543122,3
101,0.7201628684997559,21,0,1,250,250,1000,1,1,15,7006.239,23549.748,16543.509,0.0,23549.748,18508.201,6575.829,6664.302243330913,25084.03,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,8.081606060606061,1,0.7585628326324962,0.002,3,-0.011441198041339034,3
97,1.1432592868804932,20,1,1,250,250,1000,1,1,24,7006.239,27283.773,20277.534,0.0,27283.773,21064.779,7666.776,14459.041339031459,28731.555,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,7.677575757575759,1,0.7585628326324962,0.002,3,0.059021139786006066,3
100,0.8561930656433105,20,4,1,250,250,1000,1,1,18,7006.239,24595.917,17589.678,0.0,24595.917,19212.632,6154.477,11237.644531941545,25367.109,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,7.677575757575759,1,0.7585628326324962,0.002,3,0.04533344914595534,3
99,1.0412352085113525,20,3,1,250,250,1000,1,1,22,7006.239,29308.051,22301.812,0.0,29308.051,22066.318,7839.373,13780.048221050018,29905.691,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,7.677575757575759,1,0.7585628326324962,0.002,3,-0.05431019334543122,3
103,0.6211416721343994,21,2,1,250,250,1000,1,1,13,7006.239,18001.078,10994.839,0.0,18001.078,15100.347,4337.96,5112.9500468550705,19438.307,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,8.081606060606061,1,0.7585628326324962,0.002,3,-0.0029823596803696456,3
102,0.9222068786621094,21,1,1,250,250,1000,1,1,19,7006.239,30837.858,23831.619,0.0,30837.858,25542.255,10465.998,6965.5800490551965,36008.253,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,8.081606060606061,1,0.7585628326324962,0.002,3,0.02223684838053636,3
106,0.7521698474884033,22,0,1,250,250,1000,1,1,15,7006.239,23549.748,16543.509,0.0,23549.748,18508.201,6575.829,6664.302243330913,25084.03,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,8.485636363636363,1,0.7585628326324962,0.002,3,-0.011441198041339034,3
105,0.9242093563079834,21,4,1,250,250,1000,1,1,18,7006.239,25044.6,18038.361,0.0,25044.6,20791.892,7279.104,5917.254319587718,28070.996,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,8.081606060606061,1,0.7585628326324962,0.002,3,0.0137044116460618,3
104,0.9942245483398438,21,3,1,250,250,1000,1,1,21,7006.239,33182.006,26175.767,0.0,33182.006,26296.787,10266.811,6676.10009481435,36563.598,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,8.081606060606061,1,0.7585628326324962,0.002,3,0.007266173358275525,3
108,0.6291422843933105,22,2,1,250,250,1000,1,1,13,7006.239,18001.078,10994.839,0.0,18001.078,15100.347,4337.96,5112.9500468550705,19438.307,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,8.485636363636363,1,0.7585628326324962,0.002,3,-0.0029823596803696456,3
107,0.9012041091918945,22,1,1,250,250,1000,1,1,19,7006.239,30837.858,23831.619,0.0,30837.858,25542.255,10465.998,6965.5800490551965,36008.253,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,8.485636363636363,1,0.7585628326324962,0.002,3,0.02223684838053636,3
111,0.7971804141998291,23,0,1,250,250,1000,1,1,15,7006.239,23549.748,16543.509,0.0,23549.748,18508.201,6575.829,6664.302243330913,25084.03,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,8.889666666666667,1,0.7585628326324962,0.002,3,-0.011441198041339034,3
110,0.83418869972229,22,4,1,250,250,1000,1,1,18,7006.239,25044.6,18038.361,0.0,25044.6,20791.892,7279.104,5917.254319587718,28070.996,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,8.485636363636363,1,0.7585628326324962,0.002,3,0.0137044116460618,3
109,1.0282323360443115,22,3,1,250,250,1000,1,1,21,7006.239,33182.006,26175.767,0.0,33182.006,26296.787,10266.811,6676.10009481435,36563.598,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,8.485636363636363,1,0.7585628326324962,0.002,3,0.007266173358275525,3
113,0.6081376075744629,23,2,1,250,250,1000,1,1,13,7006.239,18001.078,10994.839,0.0,18001.078,15100.347,4337.96,5112.9500468550705,19438.307,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,8.889666666666667,1,0.7585628326324962,0.002,3,-0.0029823596803696456,3
112,0.8952021598815918,23,1,1,250,250,1000,1,1,19,7006.239,30837.858,23831.619,0.0,30837.858,25542.255,10465.998,6965.5800490551965,36008.253,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,8.889666666666667,1,0.7585628326324962,0.002,3,0.02223684838053636,3
116,0.6911563873291016,24,0,1,250,250,1000,1,1,15,7006.239,22807.045,15800.806,0.0,22807.045,16395.15,7134.584,5978.254331950593,23529.734,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,9.29369696969697,1,0.7585628326324962,0.002,3,-0.02434733512598368,3
115,0.8221848011016846,23,4,1,250,250,1000,1,1,18,7006.239,25044.6,18038.361,0.0,25044.6,20791.892,7279.104,5917.254319587718,28070.996,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,8.889666666666667,1,0.7585628326324962,0.002,3,0.0137044116460618,3
118,0.5821325778961182,24,2,1,250,250,1000,1,1,13,7006.239,18904.474,11898.235,0.0,18904.474,15156.323,5582.29,4681.978026792523,20738.613,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,9.29369696969697,1,0.7585628326324962,0.002,3,-0.023988712952615444,3
114,0.9712193012237549,23,3,1,250,250,1000,1,1,21,7006.239,33182.006,26175.767,0.0,33182.006,26296.787,10266.811,6676.10009481435,36563.598,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,8.889666666666667,1,0.7585628326324962,0.002,3,0.007266173358275525,3
120,0.5331196784973145,24,4,1,250,250,1000,1,1,12,7006.239,18566.574,11560.335,0.0,18566.574,17269.15,3948.827,5478.258000075817,21217.977,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,9.29369696969697,1,0.7585628326324962,0.002,3,-0.004374918866508537,3
117,0.8942022323608398,24,1,1,250,250,1000,1,1,19,7006.239,29164.858,22158.619,0.0,29164.858,24778.803,7622.978,6421.98800978612,32401.781,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,9.29369696969697,1,0.7585628326324962,0.002,3,0.046016331559605626,3
121,0.7021589279174805,25,0,1,250,250,1000,1,1,15,7006.239,22807.045,15800.806,0.0,22807.045,16395.15,7134.584,5978.254331950593,23529.734,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,9.697727272727272,1,0.7585628326324962,0.002,3,-0.02434733512598368,3
119,0.9632179737091064,24,3,1,250,250,1000,1,1,21,7006.239,31548.459,24542.22,0.0,31548.459,23641.464,11453.273,6124.220117732137,35094.737,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,9.29369696969697,1,0.7585628326324962,0.002,3,0.014102326478547722,3
123,0.6121385097503662,25,2,1,250,250,1000,1,1,13,7006.239,18904.474,11898.235,0.0,18904.474,15156.323,5582.29,4681.978026792523,20738.613,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,9.697727272727272,1,0.7585628326324962,0.002,3,-0.023988712952615444,3
125,0.5661277770996094,25,4,1,250,250,1000,1,1,12,7006.239,18566.574,11560.335,0.0,18566.574,17269.15,3948.827,5478.258000075817,21217.977,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,9.697727272727272,1,0.7585628326324962,0.002,3,-0.004374918866508537,3
122,0.8872015476226807,25,1,1,250,250,1000,1,1,19,7006.239,29164.858,22158.619,0.0,29164.858,24778.803,7622.978,6421.98800978612,32401.781,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,9.697727272727272,1,0.7585628326324962,0.002,3,0.046016331559605626,3
126,0.6931571960449219,26,0,1,250,250,1000,1,1,15,7006.239,20957.851,13951.612,0.0,20957.851,17487.447,7041.106,2927.364047377639,24528.553,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,10.101757575757576,1,0.7585628326324962,0.002,3,0.03562445494038728,3
128,0.6231405735015869,26,2,1,250,250,1000,1,1,13,7006.239,19405.847,12399.608,0.0,19405.847,14467.947,6814.09,2255.4080632177697,21282.037,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,10.101757575757576,1,0.7585628326324962,0.002,3,-0.03286899680982066,3
124,0.9742212295532227,25,3,1,250,250,1000,1,1,21,7006.239,31548.459,24542.22,0.0,31548.459,23641.464,11453.273,6124.220117732137,35094.737,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,9.697727272727272,1,0.7585628326324962,0.002,3,0.014102326478547722,3
127,0.9572162628173828,26,1,1,250,250,1000,1,1,21,7006.239,31586.629,24580.39,0.0,31586.629,23069.93,10392.351,3065.8721296845797,33462.281,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,10.101757575757576,1,0.7585628326324962,0.002,3,0.08790428345160793,3
131,0.7071595191955566,27,0,1,250,250,1000,1,1,15,7006.239,20957.851,13951.612,0.0,20957.851,17487.447,7041.106,2927.364047377639,24528.553,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,10.50578787878788,1,0.7585628326324962,0.002,3,0.03562445494038728,3
133,0.5781307220458984,27,2,1,250,250,1000,1,1,13,7006.239,19405.847,12399.608,0.0,19405.847,14467.947,6814.09,2255.4080632177697,21282.037,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,10.50578787878788,1,0.7585628326324962,0.002,3,-0.03286899680982066,3
130,0.854193925857544,26,4,1,250,250,1000,1,1,18,7006.239,27828.599,20822.36,0.0,27828.599,20036.988,9751.737,2528.7482070225747,29788.725,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,10.101757575757576,1,0.7585628326324962,0.002,3,-0.055966285496484004,3
129,1.311298131942749,26,3,1,250,250,1000,1,1,28,7006.239,33241.525,26235.286,0.0,33241.525,23699.059,15193.943,3063.0567183429025,38893.002,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,10.101757575757576,1,0.7585628326324962,0.002,3,-0.04570868967312475,3
136,0.7031590938568115,28,0,1,250,250,1000,1,1,15,7006.239,20957.851,13951.612,0.0,20957.851,17487.447,7041.106,2927.364047377639,24528.553,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,10.909818181818183,1,0.7585628326324962,0.002,3,0.03562445494038728,3
132,0.9912242889404297,27,1,1,250,250,1000,1,1,21,7006.239,31586.629,24580.39,0.0,31586.629,23069.93,10392.351,3065.8721296845797,33462.281,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,10.50578787878788,1,0.7585628326324962,0.002,3,0.08790428345160793,3
135,0.8401901721954346,27,4,1,250,250,1000,1,1,18,7006.239,27828.599,20822.36,0.0,27828.599,20036.988,9751.737,2528.7482070225747,29788.725,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,10.50578787878788,1,0.7585628326324962,0.002,3,-0.055966285496484004,3
138,0.5911333560943604,28,2,1,250,250,1000,1,1,13,7006.239,19405.847,12399.608,0.0,19405.847,14467.947,6814.09,2255.4080632177697,21282.037,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,10.909818181818183,1,0.7585628326324962,0.002,3,-0.03286899680982066,3
137,0.982222318649292,28,1,1,250,250,1000,1,1,21,7006.239,31586.629,24580.39,0.0,31586.629,23069.93,10392.351,3065.8721296845797,33462.281,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,10.909818181818183,1,0.7585628326324962,0.002,3,0.08790428345160793,3
134,1.3383026123046875,27,3,1,250,250,1000,1,1,28,7006.239,33241.525,26235.286,0.0,33241.525,23699.059,15193.943,3063.0567183429025,38893.002,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,10.50578787878788,1,0.7585628326324962,0.002,3,-0.04570868967312475,3
140,0.8261871337890625,28,4,1,250,250,1000,1,1,18,7006.239,27828.599,20822.36,0.0,27828.599,20036.988,9751.737,2528.7482070225747,29788.725,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,10.909818181818183,1,0.7585628326324962,0.002,3,-0.055966285496484004,3
143,0.6131386756896973,29,2,1,250,250,1000,1,1,13,7006.239,19405.847,12399.608,0.0,19405.847,14467.947,6814.09,2255.4080632177697,21282.037,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,11.313848484848485,1,0.7585628326324962,0.002,3,-0.03286899680982066,3
141,0.7071588039398193,29,0,1,250,250,1000,1,1,15,7006.239,20957.851,13951.612,0.0,20957.851,17487.447,7041.106,2927.364047377639,24528.553,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,11.313848484848485,1,0.7585628326324962,0.002,3,0.03562445494038728,3
139,1.3663082122802734,28,3,1,250,250,1000,1,1,28,7006.239,33241.525,26235.286,0.0,33241.525,23699.059,15193.943,3063.0567183429025,38893.002,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,10.909818181818183,1,0.7585628326324962,0.002,3,-0.04570868967312475,3
142,1.008227825164795,29,1,1,250,250,1000,1,1,21,7006.239,31586.629,24580.39,0.0,31586.629,23069.93,10392.351,3065.8721296845797,33462.281,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,11.313848484848485,1,0.7585628326324962,0.002,3,0.08790428345160793,3
145,0.8892014026641846,29,4,1,250,250,1000,1,1,18,7006.239,27828.599,20822.36,0.0,27828.599,20036.988,9751.737,2528.7482070225747,29788.725,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,11.313848484848485,1,0.7585628326324962,0.002,3,-0.055966285496484004,3
146,0.7591702938079834,30,0,1,250,250,1000,1,1,15,7006.239,20957.851,13951.612,0.0,20957.851,17487.447,7041.106,2927.364047377639,24528.553,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,11.717878787878789,1,0.7585628326324962,0.002,3,0.03562445494038728,3
148,0.7161617279052734,30,2,1,250,250,1000,1,1,13,7006.239,19405.847,12399.608,0.0,19405.847,14467.947,6814.09,2255.4080632177697,21282.037,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,11.717878787878789,1,0.7585628326324962,0.002,3,-0.03286899680982066,3
144,1.3272998332977295,29,3,1,250,250,1000,1,1,28,7006.239,33241.525,26235.286,0.0,33241.525,23699.059,15193.943,3063.0567183429025,38893.002,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,11.313848484848485,1,0.7585628326324962,0.002,3,-0.04570868967312475,3
147,1.0782442092895508,30,1,1,250,250,1000,1,1,21,7006.239,31586.629,24580.39,0.0,31586.629,23069.93,10392.351,3065.8721296845797,33462.281,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,11.717878787878789,1,0.7585628326324962,0.002,3,0.08790428345160793,3
150,0.9622178077697754,30,4,1,250,250,1000,1,1,18,7006.239,27828.599,20822.36,0.0,27828.599,20036.988,9751.737,2528.7482070225747,29788.725,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,11.717878787878789,1,0.7585628326324962,0.002,3,-0.055966285496484004,3
153,0.6241400241851807,31,2,1,250,250,1000,1,1,13,7006.239,20636.232,13629.993,0.0,20636.232,15121.981,8438.486,1213.6401368188037,23560.467,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,12.121909090909092,1,0.7585628326324962,0.002,3,0.031117257645783675,3
