,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (plus before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
2350,0.3100700378417969,262,1,0.1,208,200,1000,1,1,12,5538.583,766.2,-4772.383,0.0,766.2,400.0,0.0,0.0,400.0,0.6931471805599453%,45.192%,0%,0.0%,100.0%,0.6931471805599453%,46.154%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,0.0038
2348,0.48010802268981934,261,8,0.1,207,200,1000,1,1,18,5470.199,1042.8,-4427.399,0.0,1042.8,640.0,0.0,0.0,640.0,0.6931471805599453%,50.242%,0%,0.0%,100.0%,0.6931471805599453%,43.961%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004168984725983266,0.002,3,-0.005687499999999999
2346,0.5541238784790039,261,6,0.1,207,200,1000,1,1,21,5470.199,1065.6,-4404.599,0.0,1065.6,760.0,0.0,0.0,760.0,0.6931471805599453%,49.758%,0%,0.0%,100.0%,0.6931471805599453%,51.208%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004168984725983266,0.002,3,0.0007368421052631576
2351,0.3810853958129883,262,2,0.1,208,200,1000,1,1,14,5538.583,941.4,-4597.183,0.0,941.4,480.0,0.0,0.0,480.0,0.6931471805599453%,39.904%,0%,0.0%,100.0%,0.6931471805599453%,47.596%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,9.251858538542972e-20
2349,0.45310163497924805,261,9,0.1,207,200,1000,1,1,17,5470.199,1198.2,-4271.999,0.0,1198.2,600.0,0.0,0.0,600.0,0.6931471805599453%,48.309%,0%,0.0%,100.0%,0.6931471805599453%,55.072%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004168984725983266,0.002,3,0.0058
2353,0.4471001625061035,262,4,0.1,208,200,1000,1,1,17,5538.583,1022.8,-4515.783,0.0,1022.8,600.0,0.0,0.0,600.0,0.6931471805599453%,48.077%,0%,0.0%,100.0%,0.6931471805599453%,50.481%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,-0.00033333333333333294
2354,0.41709351539611816,262,5,0.1,208,200,1000,1,1,16,5538.583,1038.0,-4500.583,0.0,1038.0,560.0,0.0,0.0,560.0,0.6931471805599453%,53.846%,0%,0.0%,100.0%,0.6931471805599453%,46.154%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,-0.0012857142857142859
2359,0.3250727653503418,263,1,0.1,208,200,1000,1,1,12,5538.583,766.2,-4772.383,0.0,766.2,400.0,0.0,0.0,400.0,0.6931471805599453%,45.192%,0%,0.0%,100.0%,0.6931471805599453%,46.154%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,0.0038
2355,0.502112865447998,262,6,0.1,208,200,1000,1,1,17,5538.583,1113.2,-4425.383,0.0,1113.2,600.0,0.0,0.0,600.0,0.6931471805599453%,47.115%,0%,0.0%,100.0%,0.6931471805599453%,51.923%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,0.00019999999999999974
2356,0.48210811614990234,262,7,0.1,208,200,1000,1,1,18,5538.583,1016.4,-4522.183,0.0,1016.4,640.0,0.0,0.0,640.0,0.6931471805599453%,51.442%,0%,0.0%,100.0%,0.6931471805599453%,51.442%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,-0.0008749999999999999
2360,0.3850867748260498,263,2,0.1,208,200,1000,1,1,14,5538.583,941.4,-4597.183,0.0,941.4,480.0,0.0,0.0,480.0,0.6931471805599453%,39.904%,0%,0.0%,100.0%,0.6931471805599453%,47.596%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,9.251858538542972e-20
2352,0.7391660213470459,262,3,0.1,208,200,1000,1,1,26,5538.583,1452.6,-4085.983,0.0,1452.6,960.0,0.0,0.0,960.0,0.6931471805599453%,45.192%,0%,0.0%,100.0%,0.6931471805599453%,56.25%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,0.004375
2358,0.5491237640380859,262,9,0.1,208,200,1000,1,1,21,5538.583,1144.2,-4394.383,0.0,1144.2,760.0,0.0,0.0,760.0,0.6931471805599453%,49.038%,0%,0.0%,100.0%,0.6931471805599453%,49.038%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,-0.0007368421052631577
2357,0.5961337089538574,262,8,0.1,208,200,1000,1,1,21,5538.583,1237.2,-4301.383,0.0,1237.2,760.0,0.0,0.0,760.0,0.6931471805599453%,51.923%,0%,0.0%,100.0%,0.6931471805599453%,50.962%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,0.0006842105263157893
2362,0.45710229873657227,263,4,0.1,208,200,1000,1,1,17,5538.583,1022.8,-4515.783,0.0,1022.8,600.0,0.0,0.0,600.0,0.6931471805599453%,48.077%,0%,0.0%,100.0%,0.6931471805599453%,50.481%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,-0.00033333333333333294
2363,0.44009900093078613,263,5,0.1,208,200,1000,1,1,16,5538.583,1038.0,-4500.583,0.0,1038.0,560.0,0.0,0.0,560.0,0.6931471805599453%,53.846%,0%,0.0%,100.0%,0.6931471805599453%,46.154%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,-0.0012857142857142859
2369,0.3270726203918457,264,2,0.1,209,200,1000,1,1,13,5607.78,804.0,-4803.78,0.0,804.0,440.0,0.0,0.0,440.0,0.6931471805599453%,49.282%,0%,0.0%,100.0%,0.6931471805599453%,51.196%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004149034408309277,0.002,3,0.006818181818181818
2364,0.48610854148864746,263,6,0.1,208,200,1000,1,1,17,5538.583,1113.2,-4425.383,0.0,1113.2,600.0,0.0,0.0,600.0,0.6931471805599453%,47.115%,0%,0.0%,100.0%,0.6931471805599453%,51.923%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,0.00019999999999999974
2365,0.49511146545410156,263,7,0.1,208,200,1000,1,1,18,5538.583,1016.4,-4522.183,0.0,1016.4,640.0,0.0,0.0,640.0,0.6931471805599453%,51.442%,0%,0.0%,100.0%,0.6931471805599453%,51.442%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,-0.0008749999999999999
2368,0.44009852409362793,264,1,0.1,209,200,1000,1,1,17,5607.78,990.2,-4617.58,0.0,990.2,600.0,0.0,0.0,600.0,0.6931471805599453%,50.239%,0%,0.0%,100.0%,0.6931471805599453%,52.632%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004149034408309277,0.002,3,-0.0018000000000000002
2367,0.5271193981170654,263,9,0.1,208,200,1000,1,1,21,5538.583,1144.2,-4394.383,0.0,1144.2,760.0,0.0,0.0,760.0,0.6931471805599453%,49.038%,0%,0.0%,100.0%,0.6931471805599453%,49.038%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,-0.0007368421052631577
2361,0.7451674938201904,263,3,0.1,208,200,1000,1,1,26,5538.583,1452.6,-4085.983,0.0,1452.6,960.0,0.0,0.0,960.0,0.6931471805599453%,45.192%,0%,0.0%,100.0%,0.6931471805599453%,56.25%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,0.004375
2366,0.5551254749298096,263,8,0.1,208,200,1000,1,1,21,5538.583,1237.2,-4301.383,0.0,1237.2,760.0,0.0,0.0,760.0,0.6931471805599453%,51.923%,0%,0.0%,100.0%,0.6931471805599453%,50.962%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004158973757717803,0.002,3,0.0006842105263157893
2370,0.48610854148864746,264,3,0.1,209,200,1000,1,1,18,5607.78,1107.4,-4500.38,0.0,1107.4,640.0,0.0,0.0,640.0,0.6931471805599453%,46.89%,0%,0.0%,100.0%,0.6931471805599453%,42.584%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004149034408309277,0.002,3,0.0021874999999999993
2372,0.33707571029663086,264,5,0.1,209,200,1000,1,1,13,5607.78,769.6,-4838.18,0.0,769.6,440.0,0.0,0.0,440.0,0.6931471805599453%,52.153%,0%,0.0%,100.0%,0.6931471805599453%,49.282%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004149034408309277,0.002,3,0.0011818181818181819
2373,0.4180939197540283,264,6,0.1,209,200,1000,1,1,15,5607.78,820.4,-4787.38,0.0,820.4,520.0,0.0,0.0,520.0,0.6931471805599453%,50.239%,0%,0.0%,100.0%,0.6931471805599453%,53.11%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004149034408309277,0.002,3,0.001538461538461538
2371,0.5341193675994873,264,4,0.1,209,200,1000,1,1,20,5607.78,1292.6,-4315.18,0.0,1292.6,720.0,0.0,0.0,720.0,0.6931471805599453%,47.847%,0%,0.0%,100.0%,0.6931471805599453%,48.804%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004149034408309277,0.002,3,-0.0023888888888888887
2376,0.4651050567626953,264,9,0.1,209,200,1000,1,1,17,5607.78,1057.2,-4550.58,0.0,1057.2,600.0,0.0,0.0,600.0,0.6931471805599453%,50.239%,0%,0.0%,100.0%,0.6931471805599453%,49.761%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004149034408309277,0.002,3,0.005
2375,0.49311041831970215,264,8,0.1,209,200,1000,1,1,19,5607.78,1030.0,-4577.78,0.0,1030.0,680.0,0.0,0.0,680.0,0.6931471805599453%,49.761%,0%,0.0%,100.0%,0.6931471805599453%,46.89%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004149034408309277,0.002,3,-0.0030588235294117644
2380,0.3180713653564453,265,4,0.1,210,200,1000,1,1,13,5677.802,814.6,-4863.202,0.0,814.6,440.0,0.0,0.0,440.0,0.6931471805599453%,45.714%,0%,0.0%,100.0%,0.6931471805599453%,52.381%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041391658289378795,0.002,3,0.001545454545454546
2378,0.6061365604400635,265,2,0.1,210,200,1000,1,1,23,5677.802,1272.4,-4405.402,0.0,1272.4,840.0,0.0,0.0,840.0,0.6931471805599453%,47.619%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041391658289378795,0.002,3,0.0005238095238095238
2377,0.6321399211883545,265,1,0.1,210,200,1000,1,1,24,5677.802,1245.0,-4432.802,0.0,1245.0,880.0,0.0,0.0,880.0,0.6931471805599453%,47.619%,0%,0.0%,100.0%,0.6931471805599453%,51.429%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041391658289378795,0.002,3,0.0009090909090909089
2374,0.700157642364502,264,7,0.1,209,200,1000,1,1,25,5607.78,1340.4,-4267.38,0.0,1340.4,920.0,0.0,0.0,920.0,0.6931471805599453%,53.11%,0%,0.0%,100.0%,0.6931471805599453%,43.541%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004149034408309277,0.002,3,-0.002652173913043478
2379,0.4300966262817383,265,3,0.1,210,200,1000,1,1,17,5677.802,932.8,-4745.002,0.0,932.8,600.0,0.0,0.0,600.0,0.6931471805599453%,47.619%,0%,0.0%,100.0%,0.6931471805599453%,50.476%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041391658289378795,0.002,3,0.0011333333333333336
2384,0.3870866298675537,265,8,0.1,210,200,1000,1,1,14,5677.802,944.0,-4733.802,0.0,944.0,480.0,0.0,0.0,480.0,0.6931471805599453%,45.238%,0%,0.0%,100.0%,0.6931471805599453%,45.714%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041391658289378795,0.002,3,0.0019166666666666666
2381,0.5721280574798584,265,5,0.1,210,200,1000,1,1,20,5677.802,1189.0,-4488.802,0.0,1189.0,720.0,0.0,0.0,720.0,0.6931471805599453%,46.667%,0%,0.0%,100.0%,0.6931471805599453%,51.429%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041391658289378795,0.002,3,0.0010555555555555559
2383,0.4921109676361084,265,7,0.1,210,200,1000,1,1,17,5677.802,983.6,-4694.202,0.0,983.6,600.0,0.0,0.0,600.0,0.6931471805599453%,48.571%,0%,0.0%,100.0%,0.6931471805599453%,46.667%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041391658289378795,0.002,3,0.00020000000000000047
2382,0.6291415691375732,265,6,0.1,210,200,1000,1,1,23,5677.802,1393.6,-4284.202,0.0,1393.6,840.0,0.0,0.0,840.0,0.6931471805599453%,51.905%,0%,0.0%,100.0%,0.6931471805599453%,45.714%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041391658289378795,0.002,3,0.00042857142857142855
2385,0.6231396198272705,265,9,0.1,210,200,1000,1,1,22,5677.802,1183.4,-4494.402,0.0,1183.4,800.0,0.0,0.0,800.0,0.6931471805599453%,46.667%,0%,0.0%,100.0%,0.6931471805599453%,47.619%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041391658289378795,0.002,3,0.0004999999999999999
2388,0.5741293430328369,266,3,0.1,211,200,1000,1,1,21,5748.662,1251.0,-4497.662,0.0,1251.0,760.0,0.0,0.0,760.0,0.6931471805599453%,51.659%,0%,0.0%,100.0%,0.6931471805599453%,54.976%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004129367184787087,0.002,3,0.0025263157894736842
2387,0.5921328067779541,266,2,0.1,211,200,1000,1,1,21,5748.662,1148.8,-4599.862,0.0,1148.8,760.0,0.0,0.0,760.0,0.6931471805599453%,51.185%,0%,0.0%,100.0%,0.6931471805599453%,46.445%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004129367184787087,0.002,3,-0.0003157894736842108
2389,0.6211395263671875,266,4,0.1,211,200,1000,1,1,24,5748.662,1389.8,-4358.862,0.0,1389.8,880.0,0.0,0.0,880.0,0.6931471805599453%,53.081%,0%,0.0%,100.0%,0.6931471805599453%,41.232%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004129367184787087,0.002,3,-0.0017727272727272726
2390,0.46910524368286133,266,5,0.1,211,200,1000,1,1,17,5748.662,1053.4,-4695.262,0.0,1053.4,600.0,0.0,0.0,600.0,0.6931471805599453%,50.237%,0%,0.0%,100.0%,0.6931471805599453%,50.237%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004129367184787087,0.002,3,-0.0026000000000000003
2392,0.42009472846984863,266,7,0.1,211,200,1000,1,1,16,5748.662,986.2,-4762.462,0.0,986.2,560.0,0.0,0.0,560.0,0.6931471805599453%,46.919%,0%,0.0%,100.0%,0.6931471805599453%,51.659%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004129367184787087,0.002,3,0.0010714285714285717
2386,0.8191847801208496,266,1,0.1,211,200,1000,1,1,31,5748.662,1789.8,-3958.862,0.0,1789.8,1160.0,0.0,0.0,1160.0,0.6931471805599453%,53.081%,0%,0.0%,100.0%,0.6931471805599453%,52.133%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004129367184787087,0.002,3,0.0013448275862068964
2391,0.6661498546600342,266,6,0.1,211,200,1000,1,1,23,5748.662,1372.2,-4376.462,0.0,1372.2,840.0,0.0,0.0,840.0,0.6931471805599453%,54.502%,0%,0.0%,100.0%,0.6931471805599453%,52.607%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004129367184787087,0.002,3,0.0011904761904761908
2393,0.5981345176696777,266,8,0.1,211,200,1000,1,1,22,5748.662,1217.8,-4530.862,0.0,1217.8,800.0,0.0,0.0,800.0,0.6931471805599453%,44.55%,0%,0.0%,100.0%,0.6931471805599453%,49.289%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004129367184787087,0.002,3,-0.001
2394,0.4941122531890869,266,9,0.1,211,200,1000,1,1,18,5748.662,1077.0,-4671.662,0.0,1077.0,640.0,0.0,0.0,640.0,0.6931471805599453%,51.185%,0%,0.0%,100.0%,0.6931471805599453%,51.659%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004129367184787087,0.002,3,-0.00275
2396,0.48010826110839844,267,2,0.1,212,200,1000,1,1,17,5820.374,1059.2,-4761.174,0.0,1059.2,600.0,0.0,0.0,600.0,0.6931471805599453%,50.943%,0%,0.0%,100.0%,0.6931471805599453%,52.358%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,0.0058000000000000005
2398,0.4180943965911865,267,4,0.1,212,200,1000,1,1,15,5820.374,917.4,-4902.974,0.0,917.4,520.0,0.0,0.0,520.0,0.6931471805599453%,49.528%,0%,0.0%,100.0%,0.6931471805599453%,40.566%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.0006153846153846156
2400,0.47810816764831543,267,6,0.1,212,200,1000,1,1,17,5820.374,1093.8,-4726.574,0.0,1093.8,600.0,0.0,0.0,600.0,0.6931471805599453%,47.642%,0%,0.0%,100.0%,0.6931471805599453%,45.283%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,0.0008666666666666668
2399,0.5741298198699951,267,5,0.1,212,200,1000,1,1,20,5820.374,1256.4,-4563.974,0.0,1256.4,720.0,0.0,0.0,720.0,0.6931471805599453%,48.585%,0%,0.0%,100.0%,0.6931471805599453%,42.453%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.0018333333333333333
2395,0.7601711750030518,267,1,0.1,212,200,1000,1,1,27,5820.374,1467.8,-4352.574,0.0,1467.8,1000.0,0.0,0.0,1000.0,0.6931471805599453%,51.887%,0%,0.0%,100.0%,0.6931471805599453%,52.83%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.00252
2401,0.46410417556762695,267,7,0.1,212,200,1000,1,1,14,5820.374,926.6,-4893.774,0.0,926.6,480.0,0.0,0.0,480.0,0.6931471805599453%,52.83%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.00041666666666666686
2397,0.7701735496520996,267,3,0.1,212,200,1000,1,1,27,5820.374,1573.0,-4247.374,0.0,1573.0,1000.0,0.0,0.0,1000.0,0.6931471805599453%,56.604%,0%,0.0%,100.0%,0.6931471805599453%,50.472%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,0.00068
2402,0.6011350154876709,267,8,0.1,212,200,1000,1,1,19,5820.374,1128.6,-4691.774,0.0,1128.6,680.0,0.0,0.0,680.0,0.6931471805599453%,46.226%,0%,0.0%,100.0%,0.6931471805599453%,53.302%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.0018823529411764702
2405,0.478107213973999,268,2,0.1,212,200,1000,1,1,17,5820.374,1059.2,-4761.174,0.0,1059.2,600.0,0.0,0.0,600.0,0.6931471805599453%,50.943%,0%,0.0%,100.0%,0.6931471805599453%,52.358%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,0.0058000000000000005
2407,0.42409634590148926,268,4,0.1,212,200,1000,1,1,15,5820.374,917.4,-4902.974,0.0,917.4,520.0,0.0,0.0,520.0,0.6931471805599453%,49.528%,0%,0.0%,100.0%,0.6931471805599453%,40.566%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.0006153846153846156
2410,0.36608266830444336,268,7,0.1,212,200,1000,1,1,14,5820.374,926.6,-4893.774,0.0,926.6,480.0,0.0,0.0,480.0,0.6931471805599453%,52.83%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.00041666666666666686
2403,0.7501685619354248,267,9,0.1,212,200,1000,1,1,27,5820.374,1411.6,-4408.774,0.0,1411.6,1000.0,0.0,0.0,1000.0,0.6931471805599453%,61.321%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.00168
2408,0.5141162872314453,268,5,0.1,212,200,1000,1,1,20,5820.374,1256.4,-4563.974,0.0,1256.4,720.0,0.0,0.0,720.0,0.6931471805599453%,48.585%,0%,0.0%,100.0%,0.6931471805599453%,42.453%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.0018333333333333333
2409,0.46610474586486816,268,6,0.1,212,200,1000,1,1,17,5820.374,1093.8,-4726.574,0.0,1093.8,600.0,0.0,0.0,600.0,0.6931471805599453%,47.642%,0%,0.0%,100.0%,0.6931471805599453%,45.283%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,0.0008666666666666668
2404,0.838188648223877,268,1,0.1,212,200,1000,1,1,27,5820.374,1467.8,-4352.574,0.0,1467.8,1000.0,0.0,0.0,1000.0,0.6931471805599453%,51.887%,0%,0.0%,100.0%,0.6931471805599453%,52.83%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.00252
2406,0.7801761627197266,268,3,0.1,212,200,1000,1,1,27,5820.374,1573.0,-4247.374,0.0,1573.0,1000.0,0.0,0.0,1000.0,0.6931471805599453%,56.604%,0%,0.0%,100.0%,0.6931471805599453%,50.472%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,0.00068
2411,0.6091382503509521,268,8,0.1,212,200,1000,1,1,19,5820.374,1128.6,-4691.774,0.0,1128.6,680.0,0.0,0.0,680.0,0.6931471805599453%,46.226%,0%,0.0%,100.0%,0.6931471805599453%,53.302%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.0018823529411764702
2414,0.46910667419433594,269,2,0.1,213,200,1000,1,1,17,5892.95,1103.6,-4789.35,0.0,1103.6,600.0,0.0,0.0,600.0,0.6931471805599453%,53.991%,0%,0.0%,100.0%,0.6931471805599453%,50.235%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041099764311330715,0.002,3,0.0033333333333333335
2415,0.48610901832580566,269,3,0.1,213,200,1000,1,1,17,5892.95,1120.8,-4772.15,0.0,1120.8,600.0,0.0,0.0,600.0,0.6931471805599453%,45.07%,0%,0.0%,100.0%,0.6931471805599453%,51.174%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041099764311330715,0.002,3,-0.0052
2412,0.7341647148132324,268,9,0.1,212,200,1000,1,1,27,5820.374,1411.6,-4408.774,0.0,1411.6,1000.0,0.0,0.0,1000.0,0.6931471805599453%,61.321%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004119637654748305,0.002,3,-0.00168
2417,0.4741072654724121,269,5,0.1,213,200,1000,1,1,14,5892.95,957.8,-4935.15,0.0,957.8,480.0,0.0,0.0,480.0,0.6931471805599453%,53.521%,0%,0.0%,100.0%,0.6931471805599453%,50.235%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041099764311330715,0.002,3,-0.0003333333333333334
2413,0.7211625576019287,269,1,0.1,213,200,1000,1,1,25,5892.95,1612.6,-4280.35,0.0,1612.6,920.0,0.0,0.0,920.0,0.6931471805599453%,50.235%,0%,0.0%,100.0%,0.6931471805599453%,46.009%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041099764311330715,0.002,3,-0.0011739130434782607
2418,0.5971343517303467,269,6,0.1,213,200,1000,1,1,22,5892.95,1318.8,-4574.15,0.0,1318.8,800.0,0.0,0.0,800.0,0.6931471805599453%,50.235%,0%,0.0%,100.0%,0.6931471805599453%,49.296%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041099764311330715,0.002,3,-0.0010000000000000002
2419,0.5341200828552246,269,7,0.1,213,200,1000,1,1,19,5892.95,1091.8,-4801.15,0.0,1091.8,680.0,0.0,0.0,680.0,0.6931471805599453%,53.991%,0%,0.0%,100.0%,0.6931471805599453%,52.113%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041099764311330715,0.002,3,-0.00035294117647058804
2420,0.7131602764129639,269,8,0.1,213,200,1000,1,1,26,5892.95,1390.8,-4502.15,0.0,1390.8,960.0,0.0,0.0,960.0,0.6931471805599453%,46.948%,0%,0.0%,100.0%,0.6931471805599453%,52.113%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041099764311330715,0.002,3,-0.003916666666666667
2422,0.6021370887756348,270,1,0.1,214,200,1000,1,1,21,5966.404,1209.2,-4757.204,0.0,1209.2,760.0,0.0,0.0,760.0,0.6931471805599453%,51.869%,0%,0.0%,100.0%,0.6931471805599453%,51.402%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004100382719392617,0.002,3,0.0025263157894736842
2424,0.5951342582702637,270,3,0.1,214,200,1000,1,1,19,5966.404,1143.0,-4823.404,0.0,1143.0,680.0,0.0,0.0,680.0,0.6931471805599453%,54.206%,0%,0.0%,100.0%,0.6931471805599453%,43.458%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004100382719392617,0.002,3,0.0029999999999999996
2421,0.7261629104614258,269,9,0.1,213,200,1000,1,1,24,5892.95,1365.4,-4527.55,0.0,1365.4,880.0,0.0,0.0,880.0,0.6931471805599453%,51.174%,0%,0.0%,100.0%,0.6931471805599453%,46.948%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041099764311330715,0.002,3,-0.004681818181818181
2416,1.160261631011963,269,4,0.1,213,200,1000,1,1,38,5892.95,1910.8,-3982.15,0.0,1910.8,1440.0,0.0,0.0,1440.0,0.6931471805599453%,46.948%,0%,0.0%,100.0%,0.6931471805599453%,48.357%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.0041099764311330715,0.002,3,-0.0014722222222222222
2427,0.4270961284637451,270,6,0.1,214,200,1000,1,1,16,5966.404,968.0,-4998.404,0.0,968.0,560.0,0.0,0.0,560.0,0.6931471805599453%,46.729%,0%,0.0%,100.0%,0.6931471805599453%,46.729%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004100382719392617,0.002,3,-0.0002857142857142854
2423,0.6931567192077637,270,2,0.1,214,200,1000,1,1,23,5966.404,1510.6,-4455.804,0.0,1510.6,840.0,0.0,0.0,840.0,0.6931471805599453%,52.804%,0%,0.0%,100.0%,0.6931471805599453%,54.206%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004100382719392617,0.002,3,0.005238095238095238
2425,0.66214919090271,270,4,0.1,214,200,1000,1,1,23,5966.404,1399.8,-4566.604,0.0,1399.8,840.0,0.0,0.0,840.0,0.6931471805599453%,51.869%,0%,0.0%,100.0%,0.6931471805599453%,47.196%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.004100382719392617,0.002,3,-0.00028571428571428563
