,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory
498,2.5905840396881104,11,8,0.5,500,500,5000,1,1,29,19816.636,35802.159,15985.523,0.0,35802.159,4799.108,2545.742,7344.85,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,49.0%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
500,1.9054298400878906,11,10,0.5,500,500,5000,1,1,21,19816.636,37178.047,17361.411,0.0,37178.047,5875.134,1742.053,7617.187,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,51.0%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
501,1.854416847229004,11,11,0.5,500,500,5000,1,1,21,19816.636,35543.943,15727.307,0.0,35543.943,5972.989,1841.303,7814.292,0.6931471805599454%,50.6%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
502,2.2895166873931885,11,12,0.5,500,500,5000,1,1,26,19816.636,39103.861,19287.225,0.0,39103.861,5802.771,2261.65,8064.421,0.6931471805599454%,51.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
503,2.087470531463623,11,13,0.5,500,500,5000,1,1,24,19816.636,41531.873,21715.237,0.0,41531.873,6218.633,2227.647,8446.28,0.6931471805599454%,50.2%,0%,0.0%,100.0%,0.6931471805599454%,49.0%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
505,2.060464859008789,11,15,0.5,500,500,5000,1,1,23,19816.636,36800.061,16983.425,0.0,36800.061,5467.243,1916.216,7383.459,0.6931471805599454%,49.8%,0%,0.0%,100.0%,0.6931471805599454%,51.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
504,2.3425276279449463,11,14,0.5,500,500,5000,1,1,27,19816.636,45515.845,25699.209,0.0,45515.845,7001.898,2384.168,9386.066,0.6931471805599454%,52.2%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
506,2.112475633621216,11,16,0.5,500,500,5000,1,1,24,19816.636,34593.73,14777.094,0.0,34593.73,4733.495,2281.255,7014.75,0.6931471805599454%,49.0%,0%,0.0%,100.0%,0.6931471805599454%,51.8%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
509,1.734391212463379,11,19,0.5,500,500,5000,1,1,19,19816.636,31675.258,11858.622,0.0,31675.258,4568.178,1677.188,6245.366,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
511,1.4363243579864502,11,21,0.5,500,500,5000,1,1,16,19816.636,32674.436,12857.8,0.0,32674.436,5771.229,1243.913,7015.142,0.6931471805599454%,51.2%,0%,0.0%,100.0%,0.6931471805599454%,47.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
510,2.0564634799957275,11,20,0.5,500,500,5000,1,1,23,19816.636,40642.623,20825.987,0.0,40642.623,6603.21,2176.368,8779.578,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
508,2.3265233039855957,11,18,0.5,500,500,5000,1,1,26,19816.636,41927.443,22110.807,0.0,41927.443,6887.618,2153.611,9041.229,0.6931471805599454%,47.8%,0%,0.0%,100.0%,0.6931471805599454%,48.8%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
507,3.1607120037078857,11,17,0.5,500,500,5000,1,1,35,19816.636,42993.449,23176.813,0.0,42993.449,6520.044,2845.809,9365.853,0.6931471805599454%,52.4%,0%,0.0%,100.0%,0.6931471805599454%,51.0%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
512,2.001451015472412,11,22,0.5,500,500,5000,1,1,22,19816.636,41824.648,22008.012,0.0,41824.648,6679.507,2033.786,8713.293,0.6931471805599454%,45.6%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
515,1.5283432006835938,11,25,0.5,500,500,5000,1,1,17,19816.636,29205.023,9388.387,0.0,29205.023,4216.043,1523.618,5739.661,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,53.8%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
516,1.5123414993286133,11,26,0.5,500,500,5000,1,1,16,19816.636,34009.681,14193.045,0.0,34009.681,5831.828,1453.695,7285.523,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,53.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
513,2.0284554958343506,11,23,0.5,500,500,5000,1,1,22,19816.636,35925.789,16109.153,0.0,35925.789,6039.168,1819.241,7858.409,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,46.6%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
514,1.9374361038208008,11,24,0.5,500,500,5000,1,1,21,19816.636,31491.726,11675.09,0.0,31491.726,5116.738,1628.533,6745.271,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
517,1.4803316593170166,11,27,0.5,500,500,5000,1,1,16,19816.636,28178.764,8362.128,0.0,28178.764,4651.961,1233.947,5885.908,0.6931471805599454%,52.4%,0%,0.0%,100.0%,0.6931471805599454%,51.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
519,2.0004513263702393,11,29,0.5,500,500,5000,1,1,22,19816.636,34114.475,14297.839,0.0,34114.475,5362.828,2015.666,7378.494,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
521,1.7493948936462402,11,31,0.5,500,500,5000,1,1,19,19816.636,31245.886,11429.25,0.0,31245.886,5429.203,1618.864,7048.067,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,48.8%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
524,1.749394416809082,11,34,0.5,500,500,5000,1,1,19,19816.636,34954.803,15138.167,0.0,34954.803,5844.924,1581.432,7426.356,0.6931471805599454%,49.8%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
518,2.886650323867798,11,28,0.5,500,500,5000,1,1,33,19816.636,53655.857,33839.221,0.0,53655.857,8824.572,2978.861,11803.433,0.6931471805599454%,46.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
522,2.5095651149749756,11,32,0.5,500,500,5000,1,1,28,19816.636,41129.542,21312.906,0.0,41129.542,5777.568,2389.577,8167.145,0.6931471805599454%,50.8%,0%,0.0%,100.0%,0.6931471805599454%,51.0%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
520,2.642594814300537,11,30,0.5,500,500,5000,1,1,30,19816.636,41974.856,22158.22,0.0,41974.856,5867.722,2675.713,8543.435,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,45.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
523,2.301518678665161,11,33,0.5,500,500,5000,1,1,25,19816.636,42227.581,22410.945,0.0,42227.581,6897.175,2064.81,8961.985,0.6931471805599454%,55.6%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
525,2.282514810562134,11,35,0.5,500,500,5000,1,1,26,19816.636,37639.03,17822.394,0.0,37639.03,5990.6,2336.228,8326.828,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,54.6%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
526,2.1134767532348633,11,36,0.5,500,500,5000,1,1,24,19816.636,35629.087,15812.451,0.0,35629.087,5601.56,2195.965,7797.525,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,47.6%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
527,1.6613752841949463,11,37,0.5,500,500,5000,1,1,18,19816.636,32027.868,12211.232,0.0,32027.868,5540.157,1293.205,6833.362,0.6931471805599454%,50.2%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
528,1.874422311782837,11,38,0.5,500,500,5000,1,1,21,19816.636,32775.359,12958.723,0.0,32775.359,5399.017,1702.473,7101.49,0.6931471805599454%,51.2%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
531,1.5823559761047363,11,41,0.5,500,500,5000,1,1,17,19816.636,31229.287,11412.651,0.0,31229.287,4893.672,1596.576,6490.248,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,49.8%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
535,1.5013377666473389,11,45,0.5,500,500,5000,1,1,16,19816.636,26515.797,6699.161,0.0,26515.797,4059.507,1405.496,5465.003,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
530,2.0594642162323,11,40,0.5,500,500,5000,1,1,23,19816.636,34670.197,14853.561,0.0,34670.197,5826.687,1850.115,7676.802,0.6931471805599454%,52.6%,0%,0.0%,100.0%,0.6931471805599454%,48.8%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
533,1.5813560485839844,11,43,0.5,500,500,5000,1,1,17,19816.636,30714.763,10898.127,0.0,30714.763,5129.789,1389.19,6518.979,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,51.8%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
534,1.7814021110534668,11,44,0.5,500,500,5000,1,1,20,19816.636,30991.891,11175.255,0.0,30991.891,4840.235,1717.805,6558.04,0.6931471805599454%,50.6%,0%,0.0%,100.0%,0.6931471805599454%,52.8%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
532,2.039459228515625,11,42,0.5,500,500,5000,1,1,23,19816.636,33181.927,13365.291,0.0,33181.927,5259.971,1708.514,6968.485,0.6931471805599454%,48.2%,0%,0.0%,100.0%,0.6931471805599454%,49.8%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
529,2.6535983085632324,11,39,0.5,500,500,5000,1,1,30,19816.636,36530.854,16714.218,0.0,36530.854,4948.886,2472.093,7420.979,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,50.2%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
536,2.5155670642852783,11,46,0.5,500,500,5000,1,1,28,19816.636,38187.396,18370.76,0.0,38187.396,6020.5,2289.546,8310.046,0.6931471805599454%,50.8%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
537,2.127479076385498,11,47,0.5,500,500,5000,1,1,24,19816.636,37296.033,17479.397,0.0,37296.033,6191.148,2013.11,8204.258,0.6931471805599454%,50.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
538,2.061465263366699,11,48,0.5,500,500,5000,1,1,23,19816.636,34295.882,14479.246,0.0,34295.882,5330.322,1966.103,7296.425,0.6931471805599454%,49.4%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
541,2.0124518871307373,12,2,0.5,500,500,5000,1,1,22,19816.636,37497.591,17680.955,0.0,37497.591,6079.877,2219.898,8299.775,0.6931471805599454%,50.4%,0%,0.0%,100.0%,0.6931471805599454%,48.0%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
540,2.3275246620178223,12,1,0.5,500,500,5000,1,1,27,19816.636,36988.22,17171.584,0.0,36988.22,5629.515,2559.4,8188.915,0.6931471805599454%,47.0%,0%,0.0%,100.0%,0.6931471805599454%,51.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
543,1.9964499473571777,12,4,0.5,500,500,5000,1,1,22,19816.636,32971.723,13155.087,0.0,32971.723,5487.943,1662.639,7150.582,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,49.8%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
544,1.8934271335601807,12,5,0.5,500,500,5000,1,1,21,19816.636,32637.203,12820.567,0.0,32637.203,5166.374,1838.863,7005.237,0.6931471805599454%,47.0%,0%,0.0%,100.0%,0.6931471805599454%,48.6%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
542,2.398541212081909,12,3,0.5,500,500,5000,1,1,27,19816.636,40613.72,20797.084,0.0,40613.72,5606.842,2597.443,8204.285,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,50.2%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
545,1.8334136009216309,12,6,0.5,500,500,5000,1,1,20,19816.636,34143.899,14327.263,0.0,34143.899,5096.368,1858.854,6955.222,0.6931471805599454%,52.4%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
539,3.135706663131714,11,49,0.5,500,500,5000,1,1,36,19816.636,38762.738,18946.102,0.0,38762.738,5324.466,3046.492,8370.958,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,10.256410256410255,0.1,0.6702209294266804,0.002
546,2.027456760406494,12,7,0.5,500,500,5000,1,1,23,19816.636,39335.603,19518.967,0.0,39335.603,6904.388,1913.83,8818.218,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,50.6%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
548,1.5623517036437988,12,9,0.5,500,500,5000,1,1,17,19816.636,30717.186,10900.55,0.0,30717.186,4511.492,1603.398,6114.89,0.6931471805599454%,47.4%,0%,0.0%,100.0%,0.6931471805599454%,49.0%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
547,1.8784234523773193,12,8,0.5,500,500,5000,1,1,21,19816.636,30732.029,10915.393,0.0,30732.029,4385.026,2015.284,6400.31,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,49.0%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
551,1.4983384609222412,12,12,0.5,500,500,5000,1,1,16,19816.636,34649.263,14832.627,0.0,34649.263,6086.452,1386.501,7472.953,0.6931471805599454%,51.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
549,1.7143871784210205,12,10,0.5,500,500,5000,1,1,19,19816.636,33788.056,13971.42,0.0,33788.056,5091.408,1883.053,6974.461,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,51.0%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
550,2.091470956802368,12,11,0.5,500,500,5000,1,1,23,19816.636,37975.157,18158.521,0.0,37975.157,5722.305,2225.902,7948.207,0.6931471805599454%,50.6%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
552,2.1754913330078125,12,13,0.5,500,500,5000,1,1,24,19816.636,39574.472,19757.836,0.0,39574.472,6140.324,2309.809,8450.133,0.6931471805599454%,50.2%,0%,0.0%,100.0%,0.6931471805599454%,49.0%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
554,2.0624654293060303,12,15,0.5,500,500,5000,1,1,22,19816.636,34835.332,15018.696,0.0,34835.332,5543.671,1841.371,7385.042,0.6931471805599454%,49.8%,0%,0.0%,100.0%,0.6931471805599454%,51.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
555,2.075467348098755,12,16,0.5,500,500,5000,1,1,23,19816.636,36071.961,16255.325,0.0,36071.961,5405.25,2125.393,7530.643,0.6931471805599454%,49.0%,0%,0.0%,100.0%,0.6931471805599454%,51.8%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
553,2.4865598678588867,12,14,0.5,500,500,5000,1,1,28,19816.636,42915.06,23098.424,0.0,42915.06,6344.882,2823.751,9168.633,0.6931471805599454%,52.2%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
556,2.185492992401123,12,17,0.5,500,500,5000,1,1,24,19816.636,36598.91,16782.274,0.0,36598.91,5772.126,2250.524,8022.65,0.6931471805599454%,52.4%,0%,0.0%,100.0%,0.6931471805599454%,51.0%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
557,2.0424599647521973,12,18,0.5,500,500,5000,1,1,22,19816.636,39312.315,19495.679,0.0,39312.315,6286.16,1980.093,8266.253,0.6931471805599454%,47.8%,0%,0.0%,100.0%,0.6931471805599454%,48.8%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
558,1.9914488792419434,12,19,0.5,500,500,5000,1,1,22,19816.636,30175.751,10359.115,0.0,30175.751,4591.193,1979.893,6571.086,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
560,1.9804470539093018,12,21,0.5,500,500,5000,1,1,22,19816.636,39151.282,19334.646,0.0,39151.282,6306.869,2024.841,8331.71,0.6931471805599454%,51.2%,0%,0.0%,100.0%,0.6931471805599454%,47.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
559,2.525568962097168,12,20,0.5,500,500,5000,1,1,28,19816.636,38784.072,18967.436,0.0,38784.072,5804.562,2552.873,8357.435,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
562,1.988448143005371,12,23,0.5,500,500,5000,1,1,23,19816.636,37559.138,17742.502,0.0,37559.138,6396.444,2165.414,8561.858,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,46.6%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
563,1.7163870334625244,12,24,0.5,500,500,5000,1,1,19,19816.636,31716.214,11899.578,0.0,31716.214,4786.986,1612.347,6399.333,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
561,2.564577579498291,12,22,0.5,500,500,5000,1,1,30,19816.636,45650.204,25833.568,0.0,45650.204,7072.966,2867.433,9940.399,0.6931471805599454%,45.6%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
564,1.9914495944976807,12,25,0.5,500,500,5000,1,1,22,19816.636,30622.466,10805.83,0.0,30622.466,4404.435,2100.355,6504.79,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,53.8%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
565,1.9514381885528564,12,26,0.5,500,500,5000,1,1,22,19816.636,37476.148,17659.512,0.0,37476.148,5647.737,1987.745,7635.482,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,53.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
566,1.9884474277496338,12,27,0.5,500,500,5000,1,1,22,19816.636,34295.445,14478.809,0.0,34295.445,5135.497,1973.267,7108.764,0.6931471805599454%,52.4%,0%,0.0%,100.0%,0.6931471805599454%,51.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
569,1.4423260688781738,12,30,0.5,500,500,5000,1,1,16,19816.636,34995.859,15179.223,0.0,34995.859,5732.39,1695.61,7428.0,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,45.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
567,2.471557140350342,12,28,0.5,500,500,5000,1,1,27,19816.636,49829.413,30012.777,0.0,49829.413,8209.895,2400.852,10610.747,0.6931471805599454%,46.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
568,2.096472978591919,12,29,0.5,500,500,5000,1,1,23,19816.636,31734.728,11918.092,0.0,31734.728,4379.932,2197.901,6577.833,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
570,2.107475757598877,12,31,0.5,500,500,5000,1,1,24,19816.636,37083.443,17266.807,0.0,37083.443,5749.223,2251.097,8000.32,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,48.8%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
571,2.3475286960601807,12,32,0.5,500,500,5000,1,1,28,19816.636,41736.206,21919.57,0.0,41736.206,6362.007,2628.022,8990.029,0.6931471805599454%,50.8%,0%,0.0%,100.0%,0.6931471805599454%,51.0%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
575,1.7974042892456055,12,36,0.5,500,500,5000,1,1,20,19816.636,33054.872,13238.236,0.0,33054.872,5311.331,1845.423,7156.754,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,47.6%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
576,1.774399757385254,12,37,0.5,500,500,5000,1,1,20,19816.636,33202.211,13385.575,0.0,33202.211,5160.446,1890.729,7051.175,0.6931471805599454%,50.2%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
573,2.3035197257995605,12,34,0.5,500,500,5000,1,1,26,19816.636,37495.572,17678.936,0.0,37495.572,5775.873,2485.534,8261.407,0.6931471805599454%,49.8%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
572,2.523569345474243,12,33,0.5,500,500,5000,1,1,29,19816.636,47862.999,28046.363,0.0,47862.999,7539.575,2585.45,10125.025,0.6931471805599454%,55.6%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
574,2.236504077911377,12,35,0.5,500,500,5000,1,1,25,19816.636,38417.337,18600.701,0.0,38417.337,6312.283,2082.984,8395.267,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,54.6%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
578,1.9524400234222412,12,39,0.5,500,500,5000,1,1,22,19816.636,28608.072,8791.436,0.0,28608.072,4658.164,2002.737,6660.901,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,50.2%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
582,1.4193203449249268,12,43,0.5,500,500,5000,1,1,16,19816.636,32894.658,13078.022,0.0,32894.658,5491.955,1431.662,6923.617,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,51.8%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
577,2.880650043487549,12,38,0.5,500,500,5000,1,1,33,19816.636,38843.168,19026.532,0.0,38843.168,5067.336,3354.103,8421.439,0.6931471805599454%,51.2%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
584,1.4503254890441895,12,45,0.5,500,500,5000,1,1,16,19816.636,26484.777,6668.141,0.0,26484.777,4080.854,1362.291,5443.145,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
579,2.114476203918457,12,40,0.5,500,500,5000,1,1,24,19816.636,37803.867,17987.231,0.0,37803.867,5531.67,2277.956,7809.626,0.6931471805599454%,52.6%,0%,0.0%,100.0%,0.6931471805599454%,48.8%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
583,1.5363452434539795,12,44,0.5,500,500,5000,1,1,16,19816.636,30151.85,10335.214,0.0,30151.85,4910.043,1512.533,6422.576,0.6931471805599454%,50.6%,0%,0.0%,100.0%,0.6931471805599454%,52.8%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
580,1.907428503036499,12,41,0.5,500,500,5000,1,1,21,19816.636,30118.79,10302.154,0.0,30118.79,4458.142,1968.112,6426.254,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,49.8%,0%,0.0%,100.0%,zeros,local-global,11.282051282051281,0.1,0.6702209294266804,0.002
