,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
1093,0.8756101131439209,55,12,2,250,250,1000,1,1,22,7006.239,54834.956,47828.717,0.0,54834.956,41908.806,16263.275,1283.7920106777115,58172.081,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,0.0949534480571564
1094,0.57163405418396,55,13,2,250,250,1000,1,1,14,7006.239,38030.597,31024.358,0.0,38030.597,25958.936,11658.401,887.7960346255951,37617.337,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,-0.10296466629827275
1099,0.4185953140258789,55,18,2,250,250,1000,1,1,11,7006.239,28941.7,21935.461,0.0,28941.7,21082.774,7456.652,863.932000875473,28539.426,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,0.024766630470909903
1095,0.6988332271575928,55,14,2,250,250,1000,1,1,19,7006.239,48238.944,41232.705,0.0,48238.944,31628.539,17280.295,801.6560683952167,48908.834,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,-0.10250640331890588
1098,0.4806091785430908,55,17,2,250,250,1000,1,1,13,7006.239,38213.705,31207.466,0.0,38213.705,27401.995,10239.025,951.7880027294159,37641.02,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,0.15260447608455505
1097,0.6158144474029541,55,16,2,250,250,1000,1,1,16,7006.239,43747.245,36741.006,0.0,43747.245,28824.439,13229.372,1047.624052839615,42053.811,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,0.03471410694958614
1101,0.4566035270690918,56,0,2,250,250,1000,1,1,12,7006.239,34509.208,27502.969,0.0,34509.208,22811.496,9106.996,823.7160036563873,31918.492,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,0.01744840058017539
1096,0.8590359687805176,55,15,2,250,250,1000,1,1,22,7006.239,48025.11,41018.871,0.0,48025.11,29339.968,18690.317,945.7201076022111,48030.285,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,0.34390371416746623
1100,0.6678171157836914,55,19,2,250,250,1000,1,1,18,7006.239,35291.069,28284.83,0.0,35291.069,25577.956,10867.924,745.892185081987,36445.88,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,18.151806722689077,1,1.517509374001422,0.002,3,0.15261328304954372
1103,0.5286812782287598,56,2,2,250,250,1000,1,1,14,7006.239,34000.815,26994.576,0.0,34000.815,21146.315,11689.345,615.7520271922837,32835.66,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,-0.05682473797610149
1102,0.6498923301696777,56,1,2,250,250,1000,1,1,17,7006.239,48398.209,41391.97,0.0,48398.209,32763.753,14076.404,887.6760281707535,46840.157,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,0.005474057699747595
1105,0.4837162494659424,56,4,2,250,250,1000,1,1,12,7006.239,30757.364,23751.125,0.0,30757.364,20824.19,6824.52,759.8001145720368,27648.71,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,-0.35443306424984766
1108,0.6102313995361328,56,7,2,250,250,1000,1,1,16,7006.239,40502.637,33496.398,0.0,40502.637,26519.423,12957.154,763.7520671912537,39476.577,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,0.049469465199259946
1107,0.6772470474243164,56,6,2,250,250,1000,1,1,18,7006.239,42069.596,35063.357,0.0,42069.596,28680.78,15421.619,873.6442124660073,44102.399,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,-0.05319993340933376
1104,0.7862710952758789,56,3,2,250,250,1000,1,1,21,7006.239,51216.856,44210.617,0.0,51216.856,32623.969,18567.006,719.6960679282308,51190.975,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,0.03092919249054448
1110,0.5871050357818604,56,9,2,250,250,1000,1,1,16,7006.239,39484.022,32477.783,0.0,39484.022,25280.893,13833.651,757.6640043258667,39114.544,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,-0.10527642803082812
1109,0.8677983283996582,56,8,2,250,250,1000,1,1,22,7006.239,55854.343,48848.104,0.0,55854.343,38429.938,17466.725,1235.5961411818384,55896.663,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,-0.1232090231783062
1111,0.6814610958099365,56,10,2,250,250,1000,1,1,18,7006.239,46068.731,39062.492,0.0,46068.731,32501.918,13399.49,889.7600270892868,45901.408,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,0.029808509021792263
1106,1.0620744228363037,56,5,2,250,250,1000,1,1,28,7006.239,66309.309,59303.07,0.0,66309.309,45188.183,26234.556,1175.536213888463,71422.739,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,-0.15954316582301561
1112,0.6743226051330566,56,11,2,250,250,1000,1,1,18,7006.239,42052.243,35046.004,0.0,42052.243,26350.356,16135.031,1049.680219874576,42485.387,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,-0.1254173318245212
1114,0.4789156913757324,56,13,2,250,250,1000,1,1,14,7006.239,38030.597,31024.358,0.0,38030.597,25958.936,11658.401,887.7960346255951,37617.337,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,-0.10296466629827275
1113,0.8316786289215088,56,12,2,250,250,1000,1,1,22,7006.239,54834.956,47828.717,0.0,54834.956,41908.806,16263.275,1283.7920106777115,58172.081,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,0.0949534480571564
1115,0.7194969654083252,56,14,2,250,250,1000,1,1,19,7006.239,48238.944,41232.705,0.0,48238.944,31628.539,17280.295,801.6560683952167,48908.834,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,-0.10250640331890588
1117,0.6354711055755615,56,16,2,250,250,1000,1,1,16,7006.239,43747.245,36741.006,0.0,43747.245,28824.439,13229.372,1047.624052839615,42053.811,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,0.03471410694958614
1119,0.4087560176849365,56,18,2,250,250,1000,1,1,11,7006.239,28941.7,21935.461,0.0,28941.7,21082.774,7456.652,863.932000875473,28539.426,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,0.024766630470909903
1118,0.5019142627716064,56,17,2,250,250,1000,1,1,13,7006.239,38213.705,31207.466,0.0,38213.705,27401.995,10239.025,951.7880027294159,37641.02,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,0.15260447608455505
1121,0.40982723236083984,57,0,2,250,250,1000,1,1,12,7006.239,34509.208,27502.969,0.0,34509.208,22811.496,9106.996,823.7160036563873,31918.492,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,0.01744840058017539
1116,0.8047566413879395,56,15,2,250,250,1000,1,1,22,7006.239,48025.11,41018.871,0.0,48025.11,29339.968,18690.317,945.7201076022111,48030.285,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,0.34390371416746623
1120,0.7094306945800781,56,19,2,250,250,1000,1,1,18,7006.239,35291.069,28284.83,0.0,35291.069,25577.956,10867.924,745.892185081987,36445.88,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,18.487932773109247,1,1.517509374001422,0.002,3,0.15261328304954372
1122,0.6604397296905518,57,1,2,250,250,1000,1,1,17,7006.239,48398.209,41391.97,0.0,48398.209,32763.753,14076.404,887.6760281707535,46840.157,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,0.005474057699747595
1123,0.5429818630218506,57,2,2,250,250,1000,1,1,14,7006.239,34000.815,26994.576,0.0,34000.815,21146.315,11689.345,615.7520271922837,32835.66,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,-0.05682473797610149
1125,0.46886539459228516,57,4,2,250,250,1000,1,1,12,7006.239,30757.364,23751.125,0.0,30757.364,20824.19,6824.52,759.8001145720368,27648.71,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,-0.35443306424984766
1124,0.7333972454071045,57,3,2,250,250,1000,1,1,21,7006.239,51216.856,44210.617,0.0,51216.856,32623.969,18567.006,719.6960679282308,51190.975,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,0.03092919249054448
1128,0.6291587352752686,57,7,2,250,250,1000,1,1,16,7006.239,40502.637,33496.398,0.0,40502.637,26519.423,12957.154,763.7520671912537,39476.577,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,0.049469465199259946
1127,0.6811704635620117,57,6,2,250,250,1000,1,1,18,7006.239,42069.596,35063.357,0.0,42069.596,28680.78,15421.619,873.6442124660073,44102.399,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,-0.05319993340933376
1130,0.5907506942749023,57,9,2,250,250,1000,1,1,16,7006.239,39484.022,32477.783,0.0,39484.022,25280.893,13833.651,757.6640043258667,39114.544,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,-0.10527642803082812
1129,0.8783061504364014,57,8,2,250,250,1000,1,1,22,7006.239,55854.343,48848.104,0.0,55854.343,38429.938,17466.725,1235.5961411818384,55896.663,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,-0.1232090231783062
1126,1.0415582656860352,57,5,2,250,250,1000,1,1,28,7006.239,66309.309,59303.07,0.0,66309.309,45188.183,26234.556,1175.536213888463,71422.739,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,-0.15954316582301561
1131,0.7057898044586182,57,10,2,250,250,1000,1,1,18,7006.239,46068.731,39062.492,0.0,46068.731,32501.918,13399.49,889.7600270892868,45901.408,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,0.029808509021792263
1132,0.6917860507965088,57,11,2,250,250,1000,1,1,18,7006.239,42052.243,35046.004,0.0,42052.243,26350.356,16135.031,1049.680219874576,42485.387,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,-0.1254173318245212
1134,0.5142395496368408,57,13,2,250,250,1000,1,1,14,7006.239,38030.597,31024.358,0.0,38030.597,25958.936,11658.401,887.7960346255951,37617.337,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,-0.10296466629827275
1133,0.8499419689178467,57,12,2,250,250,1000,1,1,22,7006.239,54834.956,47828.717,0.0,54834.956,41908.806,16263.275,1283.7920106777115,58172.081,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,0.0949534480571564
1138,0.44460082054138184,57,17,2,250,250,1000,1,1,13,7006.239,38213.705,31207.466,0.0,38213.705,27401.995,10239.025,951.7880027294159,37641.02,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,0.15260447608455505
1135,0.727825403213501,57,14,2,250,250,1000,1,1,19,7006.239,48238.944,41232.705,0.0,48238.944,31628.539,17280.295,801.6560683952167,48908.834,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,-0.10250640331890588
1139,0.4086613655090332,57,18,2,250,250,1000,1,1,11,7006.239,28941.7,21935.461,0.0,28941.7,21082.774,7456.652,863.932000875473,28539.426,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,0.024766630470909903
1137,0.6187689304351807,57,16,2,250,250,1000,1,1,16,7006.239,43747.245,36741.006,0.0,43747.245,28824.439,13229.372,1047.624052839615,42053.811,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,0.03471410694958614
1141,0.46472787857055664,58,0,2,250,250,1000,1,1,12,7006.239,34509.208,27502.969,0.0,34509.208,22811.496,9106.996,823.7160036563873,31918.492,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,0.01744840058017539
1136,0.83990478515625,57,15,2,250,250,1000,1,1,22,7006.239,48025.11,41018.871,0.0,48025.11,29339.968,18690.317,945.7201076022111,48030.285,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,0.34390371416746623
1140,0.7059798240661621,57,19,2,250,250,1000,1,1,18,7006.239,35291.069,28284.83,0.0,35291.069,25577.956,10867.924,745.892185081987,36445.88,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,18.824058823529413,1,1.517509374001422,0.002,3,0.15261328304954372
1142,0.648080587387085,58,1,2,250,250,1000,1,1,17,7006.239,48398.209,41391.97,0.0,48398.209,32763.753,14076.404,887.6760281707535,46840.157,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,0.005474057699747595
1143,0.5499081611633301,58,2,2,250,250,1000,1,1,14,7006.239,34000.815,26994.576,0.0,34000.815,21146.315,11689.345,615.7520271922837,32835.66,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,-0.05682473797610149
1145,0.4666154384613037,58,4,2,250,250,1000,1,1,12,7006.239,30757.364,23751.125,0.0,30757.364,20824.19,6824.52,759.8001145720368,27648.71,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,-0.35443306424984766
1148,0.6291599273681641,58,7,2,250,250,1000,1,1,16,7006.239,40502.637,33496.398,0.0,40502.637,26519.423,12957.154,763.7520671912537,39476.577,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,0.049469465199259946
1147,0.6571671962738037,58,6,2,250,250,1000,1,1,18,7006.239,42069.596,35063.357,0.0,42069.596,28680.78,15421.619,873.6442124660073,44102.399,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,-0.05319993340933376
1144,0.7942507266998291,58,3,2,250,250,1000,1,1,21,7006.239,51216.856,44210.617,0.0,51216.856,32623.969,18567.006,719.6960679282308,51190.975,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,0.03092919249054448
1150,0.634946346282959,58,9,2,250,250,1000,1,1,16,7006.239,39484.022,32477.783,0.0,39484.022,25280.893,13833.651,757.6640043258667,39114.544,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,-0.10527642803082812
1151,0.6722171306610107,58,10,2,250,250,1000,1,1,18,7006.239,46068.731,39062.492,0.0,46068.731,32501.918,13399.49,889.7600270892868,45901.408,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,0.029808509021792263
1152,0.6822493076324463,58,11,2,250,250,1000,1,1,18,7006.239,42052.243,35046.004,0.0,42052.243,26350.356,16135.031,1049.680219874576,42485.387,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,-0.1254173318245212
1149,0.9447643756866455,58,8,2,250,250,1000,1,1,22,7006.239,55854.343,48848.104,0.0,55854.343,38429.938,17466.725,1235.5961411818384,55896.663,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,-0.1232090231783062
1146,1.1108558177947998,58,5,2,250,250,1000,1,1,28,7006.239,66309.309,59303.07,0.0,66309.309,45188.183,26234.556,1175.536213888463,71422.739,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,-0.15954316582301561
1153,0.8859758377075195,58,12,2,250,250,1000,1,1,22,7006.239,54834.956,47828.717,0.0,54834.956,41908.806,16263.275,1283.7920106777115,58172.081,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,0.0949534480571564
1154,0.6373984813690186,58,13,2,250,250,1000,1,1,14,7006.239,38030.597,31024.358,0.0,38030.597,25958.936,11658.401,887.7960346255951,37617.337,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,-0.10296466629827275
1155,0.735569953918457,58,14,2,250,250,1000,1,1,19,7006.239,48238.944,41232.705,0.0,48238.944,31628.539,17280.295,801.6560683952167,48908.834,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,-0.10250640331890588
1159,0.39205312728881836,58,18,2,250,250,1000,1,1,11,7006.239,28941.7,21935.461,0.0,28941.7,21082.774,7456.652,863.932000875473,28539.426,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,0.024766630470909903
1158,0.48607373237609863,58,17,2,250,250,1000,1,1,13,7006.239,38213.705,31207.466,0.0,38213.705,27401.995,10239.025,951.7880027294159,37641.02,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,0.15260447608455505
1161,0.44606542587280273,59,0,2,250,250,1000,1,1,12,7006.239,34509.208,27502.969,0.0,34509.208,22811.496,9106.996,823.7160036563873,31918.492,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,19.496310924369748,1,1.517509374001422,0.002,3,0.01744840058017539
1157,0.6543574333190918,58,16,2,250,250,1000,1,1,16,7006.239,43747.245,36741.006,0.0,43747.245,28824.439,13229.372,1047.624052839615,42053.811,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,0.03471410694958614
1156,0.9137039184570312,58,15,2,250,250,1000,1,1,22,7006.239,48025.11,41018.871,0.0,48025.11,29339.968,18690.317,945.7201076022111,48030.285,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,19.160184873949582,1,1.517509374001422,0.002,3,0.34390371416746623
