,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
757,0.7553439140319824,38,16,2,250,250,1000,1,1,20,7006.239,48400.696,41394.457,0.0,48400.696,33156.24,11777.8,3285.1441230177766,44934.04,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,12.437663865546218,1,1.517509374001422,0.002,3,-0.006950199485300072
759,0.48777031898498535,38,18,2,250,250,1000,1,1,13,7006.239,31361.482,24355.243,0.0,31361.482,20920.204,6249.448,2497.6080370460204,27169.652,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,12.437663865546218,1,1.517509374001422,0.002,3,0.12277434179237637
761,0.5407824516296387,39,0,2,250,250,1000,1,1,15,7006.239,34604.049,27597.81,0.0,34604.049,24232.242,8321.833,2359.7720029354095,32554.075,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,-0.07494037038339817
758,0.7361347675323486,38,17,2,250,250,1000,1,1,19,7006.239,45458.157,38451.918,0.0,45458.157,30160.503,12718.661,2659.508070300658,42879.164,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,12.437663865546218,1,1.517509374001422,0.002,3,0.05524775351456997
760,0.624800443649292,38,19,2,250,250,1000,1,1,16,7006.239,39161.881,32155.642,0.0,39161.881,25915.914,9497.689,2263.57200551033,35413.603,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,12.437663865546218,1,1.517509374001422,0.002,3,0.0023435257678147635
762,0.6507854461669922,39,1,2,250,250,1000,1,1,17,7006.239,42852.232,35845.993,0.0,42852.232,30925.216,8350.0,2629.556005716324,39275.216,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,0.11846799457848943
763,0.505467414855957,39,2,2,250,250,1000,1,1,13,7006.239,31128.923,24122.684,0.0,31128.923,20012.053,7969.061,1981.776026883293,27981.114,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,-0.03480038354578825
765,0.45125651359558105,39,4,2,250,250,1000,1,1,12,7006.239,32641.61,25635.371,0.0,32641.61,20800.004,7978.23,2021.652004480362,28778.234,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,-0.11300080188750916
764,0.8403103351593018,39,3,2,250,250,1000,1,1,22,7006.239,47693.699,40687.46,0.0,47693.699,34565.478,11599.301,2669.5240620948703,46164.779,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,-0.08318899118931035
768,0.5830917358398438,39,7,2,250,250,1000,1,1,15,7006.239,39755.689,32749.45,0.0,39755.689,26531.697,9730.576,2603.320016754524,36262.273,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,0.08771066792134392
769,0.6231012344360352,39,8,2,250,250,1000,1,1,16,7006.239,44285.019,37278.78,0.0,44285.019,29003.069,10483.826,3495.468006849289,39486.895,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,0.07333299828157769
770,0.5690877437591553,39,9,2,250,250,1000,1,1,16,7006.239,38278.756,31272.517,0.0,38278.756,24560.383,10859.376,2049.6160529426115,35419.759,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,-0.028575051501688258
767,0.8653056621551514,39,6,2,250,250,1000,1,1,22,7006.239,46565.519,39559.28,0.0,46565.519,32164.547,12991.129,2647.388151779553,45155.676,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,0.09650101744851863
771,0.7353723049163818,39,10,2,250,250,1000,1,1,20,7006.239,46897.337,39891.098,0.0,46897.337,34200.202,10983.825,2765.4840066432953,45184.027,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,0.05044512049163376
766,1.0896978378295898,39,5,2,250,250,1000,1,1,28,7006.239,65375.965,58369.726,0.0,65375.965,47178.817,18185.651,3557.224049989662,65364.468,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,-0.053078122742501406
772,0.7955632209777832,39,11,2,250,250,1000,1,1,21,7006.239,49249.42,42243.181,0.0,49249.42,35153.151,14325.862,2595.4240394149474,49479.013,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,-0.04634926527475412
775,0.47368502616882324,39,14,2,250,250,1000,1,1,12,7006.239,30282.609,23276.37,0.0,30282.609,18623.554,5777.76,2205.78403478009,24401.314,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,-0.18320321640207832
773,0.9398469924926758,39,12,2,250,250,1000,1,1,25,7006.239,62410.09,55403.851,0.0,62410.09,44125.146,17408.984,3684.936045697754,61534.13,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,0.13508657310178152
776,0.6040451526641846,39,15,2,250,250,1000,1,1,16,7006.239,41542.875,34536.636,0.0,41542.875,29401.644,10506.226,2497.57200551033,39907.87,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,0.060609871611570644
774,0.8252034187316895,39,13,2,250,250,1000,1,1,22,7006.239,48020.058,41013.819,0.0,48020.058,33645.811,13777.58,2603.216130090599,47423.391,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,-0.019552935388633477
779,0.44762587547302246,39,18,2,250,250,1000,1,1,13,7006.239,31361.482,24355.243,0.0,31361.482,20920.204,6249.448,2497.6080370460204,27169.652,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,0.12277434179237637
777,0.7571883201599121,39,16,2,250,250,1000,1,1,20,7006.239,48400.696,41394.457,0.0,48400.696,33156.24,11777.8,3285.1441230177766,44934.04,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,-0.006950199485300072
778,0.7492368221282959,39,17,2,250,250,1000,1,1,19,7006.239,45458.157,38451.918,0.0,45458.157,30160.503,12718.661,2659.508070300658,42879.164,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,0.05524775351456997
781,0.5558726787567139,40,0,2,250,250,1000,1,1,15,7006.239,34604.049,27597.81,0.0,34604.049,24232.242,8321.833,2359.7720029354095,32554.075,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,-0.07494037038339817
780,0.6388890743255615,39,19,2,250,250,1000,1,1,16,7006.239,39161.881,32155.642,0.0,39161.881,25915.914,9497.689,2263.57200551033,35413.603,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,12.773789915966386,1,1.517509374001422,0.002,3,0.0023435257678147635
782,0.6619899272918701,40,1,2,250,250,1000,1,1,17,7006.239,42852.232,35845.993,0.0,42852.232,30925.216,8350.0,2629.556005716324,39275.216,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,0.11846799457848943
783,0.515679121017456,40,2,2,250,250,1000,1,1,13,7006.239,31128.923,24122.684,0.0,31128.923,20012.053,7969.061,1981.776026883293,27981.114,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,-0.03480038354578825
785,0.4565577507019043,40,4,2,250,250,1000,1,1,12,7006.239,32641.61,25635.371,0.0,32641.61,20800.004,7978.23,2021.652004480362,28778.234,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,-0.11300080188750916
784,0.8193216323852539,40,3,2,250,250,1000,1,1,22,7006.239,47693.699,40687.46,0.0,47693.699,34565.478,11599.301,2669.5240620948703,46164.779,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,-0.08318899118931035
788,0.5608723163604736,40,7,2,250,250,1000,1,1,15,7006.239,39755.689,32749.45,0.0,39755.689,26531.697,9730.576,2603.320016754524,36262.273,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,0.08771066792134392
789,0.6288878917694092,40,8,2,250,250,1000,1,1,16,7006.239,44285.019,37278.78,0.0,44285.019,29003.069,10483.826,3495.468006849289,39486.895,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,0.07333299828157769
787,0.8102836608886719,40,6,2,250,250,1000,1,1,22,7006.239,46565.519,39559.28,0.0,46565.519,32164.547,12991.129,2647.388151779553,45155.676,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,0.09650101744851863
790,0.6239321231842041,40,9,2,250,250,1000,1,1,16,7006.239,38278.756,31272.517,0.0,38278.756,24560.383,10859.376,2049.6160529426115,35419.759,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,-0.028575051501688258
786,1.012467861175537,40,5,2,250,250,1000,1,1,28,7006.239,65375.965,58369.726,0.0,65375.965,47178.817,18185.651,3557.224049989662,65364.468,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,-0.053078122742501406
792,0.7612674236297607,40,11,2,250,250,1000,1,1,21,7006.239,49249.42,42243.181,0.0,49249.42,35153.151,14325.862,2595.4240394149474,49479.013,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,-0.04634926527475412
791,0.8003170490264893,40,10,2,250,250,1000,1,1,20,7006.239,46897.337,39891.098,0.0,46897.337,34200.202,10983.825,2765.4840066432953,45184.027,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,0.05044512049163376
795,0.4746437072753906,40,14,2,250,250,1000,1,1,12,7006.239,30282.609,23276.37,0.0,30282.609,18623.554,5777.76,2205.78403478009,24401.314,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,-0.18320321640207832
793,0.9509379863739014,40,12,2,250,250,1000,1,1,25,7006.239,62410.09,55403.851,0.0,62410.09,44125.146,17408.984,3684.936045697754,61534.13,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,0.13508657310178152
796,0.5772082805633545,40,15,2,250,250,1000,1,1,16,7006.239,41542.875,34536.636,0.0,41542.875,29401.644,10506.226,2497.57200551033,39907.87,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,0.060609871611570644
799,0.4912087917327881,40,18,2,250,250,1000,1,1,13,7006.239,31361.482,24355.243,0.0,31361.482,20920.204,6249.448,2497.6080370460204,27169.652,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,0.12277434179237637
794,0.8395957946777344,40,13,2,250,250,1000,1,1,22,7006.239,48020.058,41013.819,0.0,48020.058,33645.811,13777.58,2603.216130090599,47423.391,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,-0.019552935388633477
797,0.765704870223999,40,16,2,250,250,1000,1,1,20,7006.239,48400.696,41394.457,0.0,48400.696,33156.24,11777.8,3285.1441230177766,44934.04,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,-0.006950199485300072
798,0.7487611770629883,40,17,2,250,250,1000,1,1,19,7006.239,45458.157,38451.918,0.0,45458.157,30160.503,12718.661,2659.508070300658,42879.164,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,0.05524775351456997
801,0.5773451328277588,41,0,2,250,250,1000,1,1,15,7006.239,34604.049,27597.81,0.0,34604.049,24232.242,8321.833,2359.7720029354095,32554.075,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,-0.07494037038339817
800,0.6013500690460205,40,19,2,250,250,1000,1,1,16,7006.239,39161.881,32155.642,0.0,39161.881,25915.914,9497.689,2263.57200551033,35413.603,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,13.109915966386554,1,1.517509374001422,0.002,3,0.0023435257678147635
802,0.6435120105743408,41,1,2,250,250,1000,1,1,17,7006.239,42852.232,35845.993,0.0,42852.232,30925.216,8350.0,2629.556005716324,39275.216,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,0.11846799457848943
803,0.5028066635131836,41,2,2,250,250,1000,1,1,13,7006.239,31128.923,24122.684,0.0,31128.923,20012.053,7969.061,1981.776026883293,27981.114,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,-0.03480038354578825
805,0.45059680938720703,41,4,2,250,250,1000,1,1,12,7006.239,32641.61,25635.371,0.0,32641.61,20800.004,7978.23,2021.652004480362,28778.234,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,-0.11300080188750916
808,0.58907151222229,41,7,2,250,250,1000,1,1,15,7006.239,39755.689,32749.45,0.0,39755.689,26531.697,9730.576,2603.320016754524,36262.273,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,0.08771066792134392
804,0.8395287990570068,41,3,2,250,250,1000,1,1,22,7006.239,47693.699,40687.46,0.0,47693.699,34565.478,11599.301,2669.5240620948703,46164.779,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,-0.08318899118931035
810,0.6051757335662842,41,9,2,250,250,1000,1,1,16,7006.239,38278.756,31272.517,0.0,38278.756,24560.383,10859.376,2049.6160529426115,35419.759,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,-0.028575051501688258
809,0.6172120571136475,41,8,2,250,250,1000,1,1,16,7006.239,44285.019,37278.78,0.0,44285.019,29003.069,10483.826,3495.468006849289,39486.895,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,0.07333299828157769
807,0.8184037208557129,41,6,2,250,250,1000,1,1,22,7006.239,46565.519,39559.28,0.0,46565.519,32164.547,12991.129,2647.388151779553,45155.676,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,0.09650101744851863
806,1.0669903755187988,41,5,2,250,250,1000,1,1,28,7006.239,65375.965,58369.726,0.0,65375.965,47178.817,18185.651,3557.224049989662,65364.468,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,-0.053078122742501406
811,0.7204756736755371,41,10,2,250,250,1000,1,1,20,7006.239,46897.337,39891.098,0.0,46897.337,34200.202,10983.825,2765.4840066432953,45184.027,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,0.05044512049163376
812,0.7766554355621338,41,11,2,250,250,1000,1,1,21,7006.239,49249.42,42243.181,0.0,49249.42,35153.151,14325.862,2595.4240394149474,49479.013,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,-0.04634926527475412
815,0.4709811210632324,41,14,2,250,250,1000,1,1,12,7006.239,30282.609,23276.37,0.0,30282.609,18623.554,5777.76,2205.78403478009,24401.314,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,-0.18320321640207832
813,0.945134162902832,41,12,2,250,250,1000,1,1,25,7006.239,62410.09,55403.851,0.0,62410.09,44125.146,17408.984,3684.936045697754,61534.13,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,0.13508657310178152
816,0.6171932220458984,41,15,2,250,250,1000,1,1,16,7006.239,41542.875,34536.636,0.0,41542.875,29401.644,10506.226,2497.57200551033,39907.87,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,0.060609871611570644
814,0.832545280456543,41,13,2,250,250,1000,1,1,22,7006.239,48020.058,41013.819,0.0,48020.058,33645.811,13777.58,2603.216130090599,47423.391,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,-0.019552935388633477
819,0.4817948341369629,41,18,2,250,250,1000,1,1,13,7006.239,31361.482,24355.243,0.0,31361.482,20920.204,6249.448,2497.6080370460204,27169.652,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,0.12277434179237637
817,0.7693428993225098,41,16,2,250,250,1000,1,1,20,7006.239,48400.696,41394.457,0.0,48400.696,33156.24,11777.8,3285.1441230177766,44934.04,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,-0.006950199485300072
818,0.7333345413208008,41,17,2,250,250,1000,1,1,19,7006.239,45458.157,38451.918,0.0,45458.157,30160.503,12718.661,2659.508070300658,42879.164,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,0.05524775351456997
820,0.6198630332946777,41,19,2,250,250,1000,1,1,16,7006.239,39161.881,32155.642,0.0,39161.881,25915.914,9497.689,2263.57200551033,35413.603,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,13.446042016806723,1,1.517509374001422,0.002,3,0.0023435257678147635
821,0.5516412258148193,42,0,2,250,250,1000,1,1,15,7006.239,34604.049,27597.81,0.0,34604.049,24232.242,8321.833,2359.7720029354095,32554.075,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,-0.07494037038339817
822,0.6377696990966797,42,1,2,250,250,1000,1,1,17,7006.239,42852.232,35845.993,0.0,42852.232,30925.216,8350.0,2629.556005716324,39275.216,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,0.11846799457848943
823,0.4843325614929199,42,2,2,250,250,1000,1,1,13,7006.239,31128.923,24122.684,0.0,31128.923,20012.053,7969.061,1981.776026883293,27981.114,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,-0.03480038354578825
825,0.46637487411499023,42,4,2,250,250,1000,1,1,12,7006.239,32641.61,25635.371,0.0,32641.61,20800.004,7978.23,2021.652004480362,28778.234,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,-0.11300080188750916
828,0.5869576930999756,42,7,2,250,250,1000,1,1,15,7006.239,39755.689,32749.45,0.0,39755.689,26531.697,9730.576,2603.320016754524,36262.273,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,0.08771066792134392
824,0.8311936855316162,42,3,2,250,250,1000,1,1,22,7006.239,47693.699,40687.46,0.0,47693.699,34565.478,11599.301,2669.5240620948703,46164.779,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,-0.08318899118931035
829,0.6050276756286621,42,8,2,250,250,1000,1,1,16,7006.239,44285.019,37278.78,0.0,44285.019,29003.069,10483.826,3495.468006849289,39486.895,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,0.07333299828157769
830,0.6350345611572266,42,9,2,250,250,1000,1,1,16,7006.239,38278.756,31272.517,0.0,38278.756,24560.383,10859.376,2049.6160529426115,35419.759,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,-0.028575051501688258
827,0.8310785293579102,42,6,2,250,250,1000,1,1,22,7006.239,46565.519,39559.28,0.0,46565.519,32164.547,12991.129,2647.388151779553,45155.676,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,0.09650101744851863
831,0.7111248970031738,42,10,2,250,250,1000,1,1,20,7006.239,46897.337,39891.098,0.0,46897.337,34200.202,10983.825,2765.4840066432953,45184.027,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,0.05044512049163376
826,1.0733790397644043,42,5,2,250,250,1000,1,1,28,7006.239,65375.965,58369.726,0.0,65375.965,47178.817,18185.651,3557.224049989662,65364.468,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,-0.053078122742501406
832,0.800208568572998,42,11,2,250,250,1000,1,1,21,7006.239,49249.42,42243.181,0.0,49249.42,35153.151,14325.862,2595.4240394149474,49479.013,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,-0.04634926527475412
835,0.4613487720489502,42,14,2,250,250,1000,1,1,12,7006.239,30282.609,23276.37,0.0,30282.609,18623.554,5777.76,2205.78403478009,24401.314,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,-0.18320321640207832
