,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
6329,0.1970677375793457,32,160,0.5,100,100,5000,1,1,12,1772.454,2157.574,385.12,0.0,2157.574,178.421,330.215,508.636,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.2337254931275111
6330,0.22604918479919434,32,161,0.5,100,100,5000,1,1,14,1772.454,2715.657,943.203,0.0,2715.657,215.546,464.686,680.232,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.3055904209725994
6328,0.2780616283416748,32,159,0.5,100,100,5000,1,1,17,1772.454,2965.218,1192.764,0.0,2965.218,227.228,601.972,829.2,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,42.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.6554326246964056
6333,0.1580359935760498,32,164,0.5,100,100,5000,1,1,9,1772.454,1744.235,-28.219,0.0,1744.235,162.23,228.054,390.284,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,41.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.455599682580163
6332,0.22104978561401367,32,163,0.5,100,100,5000,1,1,14,1772.454,2241.584,469.13,0.0,2241.584,181.677,397.064,578.741,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.08141188021700625
6334,0.16103696823120117,32,165,0.5,100,100,5000,1,1,9,1772.454,1790.227,17.773,0.0,1790.227,158.746,225.145,383.891,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.46444438125769955
6331,0.32207155227661133,32,162,0.5,100,100,5000,1,1,21,1772.454,3131.429,1358.975,0.0,3131.429,214.689,722.908,937.597,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.13739223543328338
6336,0.20604610443115234,32,167,0.5,100,100,5000,1,1,13,1772.454,2428.334,655.88,0.0,2428.334,203.599,404.811,608.41,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,44.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.058615717779092885
6335,0.25905847549438477,32,166,0.5,100,100,5000,1,1,17,1772.454,2751.299,978.845,0.0,2751.299,208.483,576.218,784.701,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.24436593302689993
6338,0.22205042839050293,32,169,0.5,100,100,5000,1,1,14,1772.454,2298.127,525.673,0.0,2298.127,183.64,404.886,588.526,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.6470684600031599
6339,0.21004939079284668,32,170,0.5,100,100,5000,1,1,13,1772.454,2313.593,541.139,0.0,2313.593,190.817,377.768,568.585,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,58.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.8654926044264053
6337,0.28806424140930176,32,168,0.5,100,100,5000,1,1,19,1772.454,3098.678,1326.224,0.0,3098.678,226.061,675.188,901.249,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,43.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.20260763529729464
6342,0.21204805374145508,32,173,0.5,100,100,5000,1,1,13,1772.454,2175.351,402.897,0.0,2175.351,179.378,372.21,551.588,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.08891688217556486
6343,0.17003893852233887,32,174,0.5,100,100,5000,1,1,10,1772.454,1863.456,91.002,0.0,1863.456,168.345,262.481,430.826,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.09908157872827145
6345,0.17903995513916016,32,176,0.5,100,100,5000,1,1,11,1772.454,2071.804,299.35,0.0,2071.804,176.115,302.181,478.296,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.07060703009584104
6341,0.2890651226043701,32,172,0.5,100,100,5000,1,1,19,1772.454,3096.079,1323.625,0.0,3096.079,230.827,690.909,921.736,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.5072604677560983
6340,0.30206751823425293,32,171,0.5,100,100,5000,1,1,20,1772.454,3135.177,1362.723,0.0,3135.177,231.392,736.368,967.76,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.4460916808160978
6346,0.19004392623901367,32,177,0.5,100,100,5000,1,1,12,1772.454,2179.666,407.212,0.0,2179.666,185.602,351.804,537.406,0.6931471805599453%,41.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.22943295808551128
6349,0.18804264068603516,32,180,0.5,100,100,5000,1,1,12,1772.454,2150.895,378.441,0.0,2150.895,175.782,330.414,506.196,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.1287062888438475
6348,0.25305604934692383,32,179,0.5,100,100,5000,1,1,16,1772.454,2530.398,757.944,0.0,2530.398,185.407,472.146,657.553,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.5300892742826989
6344,0.36608171463012695,32,175,0.5,100,100,5000,1,1,25,1772.454,4199.933,2427.479,0.0,4199.933,287.319,1080.374,1367.693,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.6175184805516406
6350,0.25705671310424805,32,181,0.5,100,100,5000,1,1,17,1772.454,2655.835,883.381,0.0,2655.835,197.442,537.984,735.426,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.5285106634267748
6347,0.2990684509277344,32,178,0.5,100,100,5000,1,1,20,1772.454,3093.686,1321.232,0.0,3093.686,225.881,739.797,965.678,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,60.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.342129849684611
6353,0.25505733489990234,32,184,0.5,100,100,5000,1,1,17,1772.454,2875.679,1103.225,0.0,2875.679,214.034,571.295,785.329,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,43.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.030048495046533962
6351,0.29706692695617676,32,182,0.5,100,100,5000,1,1,20,1772.454,3188.791,1416.337,0.0,3188.791,237.088,720.082,957.17,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.6220591037680614
6352,0.30606865882873535,32,183,0.5,100,100,5000,1,1,21,1772.454,3277.741,1505.287,0.0,3277.741,231.507,781.426,1012.933,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,57.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.08373616303466296
6356,0.16103625297546387,32,187,0.5,100,100,5000,1,1,10,1772.454,1708.963,-63.491,0.0,1708.963,150.645,245.35,395.995,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.7027146768043291
6355,0.22304964065551758,32,186,0.5,100,100,5000,1,1,15,1772.454,2453.419,680.965,0.0,2453.419,194.389,467.413,661.802,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,59.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.44053544728523414
6358,0.20104479789733887,32,189,0.5,100,100,5000,1,1,12,1772.454,2324.22,551.766,0.0,2324.22,198.902,366.052,564.954,0.6931471805599453%,43.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.14880705987387388
6354,0.340076208114624,32,185,0.5,100,100,5000,1,1,23,1772.454,3514.572,1742.118,0.0,3514.572,236.484,866.558,1103.042,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.2442478196107869
6360,0.17203831672668457,32,191,0.5,100,100,5000,1,1,10,1772.454,1791.509,19.055,0.0,1791.509,156.044,245.71,401.754,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.5732606597778471
6357,0.2780632972717285,32,188,0.5,100,100,5000,1,1,19,1772.454,3056.869,1284.415,0.0,3056.869,223.023,690.517,913.54,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.47122456863677376
6362,0.1450331211090088,32,193,0.5,100,100,5000,1,1,8,1772.454,1756.382,-16.072,0.0,1756.382,166.903,204.12,371.023,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.3253447515630991
6363,0.20604586601257324,32,194,0.5,100,100,5000,1,1,14,1772.454,2344.101,571.647,0.0,2344.101,181.086,412.688,593.774,0.6931471805599453%,41.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.08896654086921528
6359,0.36808252334594727,32,190,0.5,100,100,5000,1,1,26,1772.454,3939.851,2167.397,0.0,3939.851,254.553,1038.328,1292.881,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,57.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.22929634653908304
6364,0.1960439682006836,32,195,0.5,100,100,5000,1,1,12,1772.454,2208.702,436.248,0.0,2208.702,186.709,348.143,534.852,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.6115848412633985
6361,0.3090696334838867,32,192,0.5,100,100,5000,1,1,23,1772.454,3423.225,1650.771,0.0,3423.225,236.188,868.134,1104.322,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.5954118744481183
6367,0.18404078483581543,32,198,0.5,100,100,5000,1,1,12,1772.454,2289.732,517.278,0.0,2289.732,196.871,367.044,563.915,0.6931471805599453%,42.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.34570693493784427
6366,0.23705339431762695,32,197,0.5,100,100,5000,1,1,16,1772.454,2523.677,751.223,0.0,2523.677,195.742,499.904,695.646,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.2720139428741446
6369,0.22004914283752441,33,1,0.5,100,100,5000,1,1,15,1772.454,2755.929,983.475,0.0,2755.929,218.184,510.854,729.038,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,42.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.8887264676241944
6368,0.23205280303955078,32,199,0.5,100,100,5000,1,1,15,1772.454,2452.532,680.078,0.0,2452.532,195.045,469.0,664.045,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,-0.23069892923573515
6365,0.3290739059448242,32,196,0.5,100,100,5000,1,1,22,1772.454,3215.218,1442.764,0.0,3215.218,228.143,817.165,1045.308,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,31.794871794871792,0.1,1.4851485148514851,0.002,3,0.5436133174000637
6371,0.2070462703704834,33,3,0.5,100,100,5000,1,1,13,1772.454,2236.628,464.174,0.0,2236.628,177.154,350.937,528.091,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.8688798887996001
6370,0.23305249214172363,33,2,0.5,100,100,5000,1,1,15,1772.454,2509.992,737.538,0.0,2509.992,199.051,474.098,673.149,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.3175078663718529
6374,0.15103363990783691,33,6,0.5,100,100,5000,1,1,9,1772.454,1728.306,-44.148,0.0,1728.306,156.836,217.041,373.877,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.26693388996296
6372,0.2610592842102051,33,4,0.5,100,100,5000,1,1,17,1772.454,2871.054,1098.6,0.0,2871.054,219.927,575.38,795.307,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.4089861964603687
6373,0.25705909729003906,33,5,0.5,100,100,5000,1,1,17,1772.454,2709.615,937.161,0.0,2709.615,206.66,565.093,771.753,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.5436933905409429
6375,0.22004938125610352,33,7,0.5,100,100,5000,1,1,14,1772.454,2389.993,617.539,0.0,2389.993,196.207,445.26,641.467,0.6931471805599453%,42.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.6687224821177938
6378,0.16503500938415527,33,10,0.5,100,100,5000,1,1,10,1772.454,1902.126,129.672,0.0,1902.126,161.534,253.337,414.871,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,58.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.031650435522555365
6377,0.25505781173706055,33,9,0.5,100,100,5000,1,1,16,1772.454,2341.545,569.091,0.0,2341.545,177.672,461.469,639.141,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,38.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.5752010216030666
6376,0.2540581226348877,33,8,0.5,100,100,5000,1,1,16,1772.454,2600.233,827.779,0.0,2600.233,199.556,511.419,710.975,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.2637137297745331
6379,0.19504380226135254,33,11,0.5,100,100,5000,1,1,12,1772.454,1814.5,42.046,0.0,1814.5,153.951,306.441,460.392,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.14653464554829324
6381,0.1740400791168213,33,13,0.5,100,100,5000,1,1,10,1772.454,1934.649,162.195,0.0,1934.649,172.345,263.81,436.155,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.42491214068211947
6382,0.25305676460266113,33,14,0.5,100,100,5000,1,1,16,1772.454,2456.828,684.374,0.0,2456.828,191.137,503.677,694.814,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.16567550725897895
6383,0.21204638481140137,33,15,0.5,100,100,5000,1,1,13,1772.454,2362.934,590.48,0.0,2362.934,192.875,392.055,584.93,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.11918043533705312
6380,0.3100705146789551,33,12,0.5,100,100,5000,1,1,21,1772.454,3094.693,1322.239,0.0,3094.693,213.909,738.459,952.368,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.20013788851133313
6384,0.18604087829589844,33,16,0.5,100,100,5000,1,1,11,1772.454,1982.061,209.607,0.0,1982.061,173.54,298.5,472.04,0.6931471805599453%,59.0%,0%,0.0%,100.0%,0.6931471805599453%,58.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.07962242492030219
6385,0.18404078483581543,33,17,0.5,100,100,5000,1,1,12,1772.454,2186.951,414.497,0.0,2186.951,185.665,349.836,535.501,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.9151119139461436
6387,0.1760401725769043,33,19,0.5,100,100,5000,1,1,11,1772.454,1811.398,38.944,0.0,1811.398,151.976,270.98,422.956,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.570430384706154
6389,0.15103363990783691,33,21,0.5,100,100,5000,1,1,9,1772.454,1790.577,18.123,0.0,1790.577,166.689,230.104,396.793,0.6931471805599453%,62.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.1980742457082421
6386,0.2230510711669922,33,18,0.5,100,100,5000,1,1,15,1772.454,2572.2,799.746,0.0,2572.2,202.5,464.723,667.223,0.6931471805599453%,39.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.931602996790541
6388,0.24605512619018555,33,20,0.5,100,100,5000,1,1,16,1772.454,2785.022,1012.568,0.0,2785.022,218.853,542.458,761.311,0.6931471805599453%,36.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.28097476858142845
6390,0.138031005859375,33,22,0.5,100,100,5000,1,1,8,1772.454,1804.027,31.573,0.0,1804.027,169.495,200.865,370.36,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.21965618459326564
6396,0.13402867317199707,33,28,0.5,100,100,5000,1,1,8,1772.454,1715.643,-56.811,0.0,1715.643,166.912,203.811,370.723,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.37550096580825487
6391,0.22605133056640625,33,23,0.5,100,100,5000,1,1,14,1772.454,2304.382,531.928,0.0,2304.382,179.95,415.422,595.372,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.03992665435074913
6394,0.22405028343200684,33,26,0.5,100,100,5000,1,1,14,1772.454,2283.039,510.585,0.0,2283.039,184.859,414.376,599.235,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.3651248204590104
6392,0.23505330085754395,33,24,0.5,100,100,5000,1,1,15,1772.454,2647.265,874.811,0.0,2647.265,203.874,484.493,688.367,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.19006105164378384
6395,0.20404601097106934,33,27,0.5,100,100,5000,1,1,13,1772.454,2250.985,478.531,0.0,2250.985,184.42,385.001,569.421,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.11191869588232421
6393,0.2450551986694336,33,25,0.5,100,100,5000,1,1,16,1772.454,2312.572,540.118,0.0,2312.572,181.528,465.519,647.047,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,45.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.1167896503287457
6397,0.21304559707641602,33,29,0.5,100,100,5000,1,1,14,1772.454,2286.395,513.941,0.0,2286.395,183.897,414.839,598.736,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.4255084612470347
6398,0.16803693771362305,33,30,0.5,100,100,5000,1,1,10,1772.454,1998.858,226.404,0.0,1998.858,178.791,274.274,453.065,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,60.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.43415852484466866
6400,0.16503667831420898,33,32,0.5,100,100,5000,1,1,10,1772.454,2023.276,250.822,0.0,2023.276,181.347,268.474,449.821,0.6931471805599453%,42.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.28532773459240574
6399,0.24142765998840332,33,31,0.5,100,100,5000,1,1,16,1772.454,2488.891,716.437,0.0,2488.891,185.494,474.772,660.266,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.6949385733402949
6405,0.15403532981872559,33,37,0.5,100,100,5000,1,1,9,1772.454,1663.135,-109.319,0.0,1663.135,153.266,224.439,377.705,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.3567542867710667
6404,0.16503691673278809,33,36,0.5,100,100,5000,1,1,9,1772.454,1813.51,41.056,0.0,1813.51,161.221,226.25,387.471,0.6931471805599453%,62.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,1.207343737888226
6401,0.20404577255249023,33,33,0.5,100,100,5000,1,1,13,1772.454,2326.652,554.198,0.0,2326.652,192.64,402.096,594.736,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,43.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.020663139047830806
6403,0.189042329788208,33,35,0.5,100,100,5000,1,1,11,1772.454,2284.071,511.617,0.0,2284.071,195.999,316.691,512.69,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.20411178829356383
6406,0.18604230880737305,33,38,0.5,100,100,5000,1,1,12,1772.454,2119.912,347.458,0.0,2119.912,180.65,337.572,518.222,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,-0.43438346576132636
6407,0.2620580196380615,33,39,0.5,100,100,5000,1,1,18,1772.454,2905.555,1133.101,0.0,2905.555,222.575,625.758,848.333,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.15436833820495421
6402,0.3410766124725342,33,34,0.5,100,100,5000,1,1,23,1772.454,3474.518,1702.064,0.0,3474.518,236.925,843.56,1080.485,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,32.82051282051282,0.1,1.4851485148514851,0.002,3,0.9601082275833694
