,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated:  efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity
1450,8.601173639297485,290,4,0.1,1173,1000,10000,1,1,35,86102.636,38177.95,-47924.686,12.0,458135.4,458123.4,20318.0,3131956.95,3152274.95,0.8239181240058613%,48.934%,48.934%,100.0%,0.0%,0.7966376465975067%,51.662%,51.662%,100.0%,0.0%
1457,5.861982345581055,292,1,0.1,1181,1000,10000,1,1,22,87834.651,1612.752,-86221.899,271.3,437539.7,437268.4,16175.0,1942318.5,1958493.5,0.8102980973404074%,50.296%,50.296%,100.0%,0.0%,0.8187654978484514%,49.45%,49.45%,100.0%,0.0%
1451,10.511358261108398,291,0,0.1,1177,1000,10000,1,1,43,86964.058,216.078,-86747.98,2229.3,481702.7,479473.4,21280.0,4071627.9,4092907.9,0.802641466617628%,51.062%,51.062%,100.0%,0.0%,0.8238819084188175%,48.938%,48.938%,100.0%,0.0%
1460,4.43876051902771,292,4,0.1,1181,1000,10000,1,1,15,87834.651,414.218,-87420.433,881.2,365008.8,364127.6,13127.0,1322487.75,1335614.75,0.813685057543625%,49.958%,49.958%,100.0%,0.0%,0.8297731185089087%,48.349%,48.349%,100.0%,0.0%
1459,4.8580641746521,292,3,0.1,1181,1000,10000,1,1,18,87834.651,488.656,-87345.995,865.9,423127.5,422261.6,15551.0,1637597.1,1653148.1,0.8043709169847766%,50.889%,50.889%,100.0%,0.0%,0.8119915774420162%,50.127%,50.127%,100.0%,0.0%
1458,5.805297613143921,292,2,0.1,1181,1000,10000,1,1,21,87834.651,347.075,-87487.576,1519.4,527345.8,525826.4,19109.0,2049143.75,2068252.75,0.8094513572896029%,50.381%,50.381%,100.0%,0.0%,0.7992904766799501%,51.397%,51.397%,100.0%,0.0%
1462,4.6607794761657715,293,1,0.1,1185,1000,10000,1,1,17,88714.55,151.037,-88563.513,2825.9,426814.7,423988.8,14806.0,1606171.95,1620977.95,0.8077764554507122%,50.549%,50.549%,100.0%,0.0%,0.7816161178979696%,53.165%,53.165%,100.0%,0.0%
1463,4.674725532531738,293,2,0.1,1185,1000,10000,1,1,17,88714.55,212.931,-88501.619,2068.9,440533.3,438464.4,15582.0,1617540.7,1633122.7,0.8103081010203325%,50.295%,50.295%,100.0%,0.0%,0.7934304638895308%,51.983%,51.983%,100.0%,0.0%
1461,5.727279901504517,293,0,0.1,1185,1000,10000,1,1,21,88714.55,230.575,-88483.975,2110.2,486559.8,484449.6,17698.0,1991575.6,2009273.6,0.8440633752819358%,46.92%,46.92%,100.0%,0.0%,0.8044009280245519%,50.886%,50.886%,100.0%,0.0%
1466,5.039464950561523,294,0,0.1,1189,1000,10000,1,1,18,89603.89,165.586,-89438.304,2302.2,381212.0,378909.8,14567.0,1578038.4,1592605.4,0.8422776673331933%,47.098%,47.098%,100.0%,0.0%,0.8145232518580041%,49.874%,49.874%,100.0%,0.0%
1465,5.424903154373169,293,4,0.1,1185,1000,10000,1,1,20,88714.55,1229.34,-87485.21,405.5,498497.5,498092.0,18177.0,1819159.4,1837336.4,0.8136836284464928%,49.958%,49.958%,100.0%,0.0%,0.7951182276026109%,51.814%,51.814%,100.0%,0.0%
1464,7.522918462753296,293,3,0.1,1185,1000,10000,1,1,29,88714.55,233.328,-88481.222,2079.1,485112.9,483033.8,18638.0,2745058.65,2763696.65,0.8119958647334126%,50.127%,50.127%,100.0%,0.0%,0.806932573594172%,50.633%,50.633%,100.0%,0.0%
1470,4.580374479293823,294,4,0.1,1189,1000,10000,1,1,16,89603.89,329.664,-89274.226,1163.1,383431.9,382268.8,13836.0,1423546.25,1437382.25,0.8153642947511917%,49.79%,49.79%,100.0%,0.0%,0.8212515950035045%,49.201%,49.201%,100.0%,0.0%
1467,6.455768585205078,294,1,0.1,1189,1000,10000,1,1,24,89603.89,637.897,-88965.993,831.5,530411.7,529580.2,19333.0,2332808.15,2352141.15,0.8077949087125037%,50.547%,50.547%,100.0%,0.0%,0.796020308207878%,51.724%,51.724%,100.0%,0.0%
1471,5.278291940689087,295,0,0.1,1193,1000,10000,1,1,19,90502.811,519.216,-89983.595,903.1,468903.9,468000.8,16437.0,1830082.15,1846519.15,0.806975015263403%,50.629%,50.629%,100.0%,0.0%,0.7994310085576193%,51.383%,51.383%,100.0%,0.0%
1472,5.826575517654419,295,1,0.1,1193,1000,10000,1,1,21,90502.811,1271.934,-89230.877,421.6,536247.4,535825.8,19539.0,2051774.15,2071313.15,0.8270923664788262%,48.617%,48.617%,100.0%,0.0%,0.8187101368057332%,49.455%,49.455%,100.0%,0.0%
1468,8.874271154403687,294,2,0.1,1189,1000,10000,1,1,36,89603.89,430.821,-89173.069,981.8,422979.8,421998.0,18435.0,3344775.9,3363210.9,0.8178874234307543%,49.537%,49.537%,100.0%,0.0%,0.8111590802852539%,50.21%,50.21%,100.0%,0.0%
1473,5.550008773803711,295,2,0.1,1193,1000,10000,1,1,20,90502.811,132.192,-90370.619,3495.8,462116.2,458620.4,17986.0,1811094.5,1829080.5,0.8304452583480635%,48.282%,48.282%,100.0%,0.0%,0.7918870018518356%,52.137%,52.137%,100.0%,0.0%
1469,9.769649982452393,294,3,0.1,1189,1000,10000,1,1,40,89603.89,84.425,-89519.465,5447.5,459906.3,454458.8,21431.0,3694275.65,3715706.65,0.8077949087125037%,50.547%,50.547%,100.0%,0.0%,0.8405955815468182%,47.267%,47.267%,100.0%,0.0%
1475,6.296695947647095,295,4,0.1,1193,1000,10000,1,1,23,90502.811,451.827,-90050.984,1210.6,546982.0,545771.4,19453.0,2258066.75,2277519.75,0.826254143511517%,48.701%,48.701%,100.0%,0.0%,0.8405039339557752%,47.276%,47.276%,100.0%,0.0%
1476,5.587433576583862,296,0,0.1,1196,1000,10000,1,1,21,91183.374,930.824,-90252.55,614.1,571619.3,571005.2,19589.0,2136745.0,2156334.0,0.8065727243075205%,50.669%,50.669%,100.0%,0.0%,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%
1474,8.27046823501587,295,3,0.1,1193,1000,10000,1,1,33,90502.811,591.968,-89910.843,860.5,509388.7,508528.2,20269.0,3185364.9,3205633.9,0.7927252248191449%,52.054%,52.054%,100.0%,0.0%,0.8061367922960937%,50.712%,50.712%,100.0%,0.0%
1477,7.728451490402222,296,1,0.1,1196,1000,10000,1,1,29,91183.374,243.864,-90939.51,2222.3,541939.3,539717.0,20999.0,2833238.8,2854237.8,0.8408536607623699%,47.241%,47.241%,100.0%,0.0%,0.8057366039061826%,50.753%,50.753%,100.0%,0.0%
1479,6.548708915710449,296,3,0.1,1196,1000,10000,1,1,24,91183.374,263.562,-90919.812,1825.5,481132.3,479306.8,17608.0,2265962.3,2283570.3,0.8191145303275873%,49.415%,49.415%,100.0%,0.0%,0.8258034935382896%,48.746%,48.746%,100.0%,0.0%
1481,5.532829284667969,297,0,0.1,1200,1000,10000,1,1,20,92099.404,322.366,-91777.038,1498.0,482904.6,481406.6,17661.0,1808229.1,1825890.1,0.8082616875182227%,50.5%,50.5%,100.0%,0.0%,0.8174283541848893%,49.583%,49.583%,100.0%,0.0%
1480,7.1107659339904785,296,4,0.1,1196,1000,10000,1,1,27,91183.374,262.062,-90921.312,1637.5,429127.1,427489.6,17642.0,2475835.65,2493477.65,0.8182784099262496%,49.498%,49.498%,100.0%,0.0%,0.792358677484778%,52.09%,52.09%,100.0%,0.0%
1483,5.6715312004089355,297,2,0.1,1200,1000,10000,1,1,20,92099.404,197.073,-91902.331,2380.7,469171.9,466791.2,17468.0,1856291.8,1873759.8,0.806595020851556%,50.667%,50.667%,100.0%,0.0%,0.8274283541848894%,48.583%,48.583%,100.0%,0.0%
1482,8.036197185516357,297,1,0.1,1200,1000,10000,1,1,31,92099.404,278.479,-91820.925,1412.1,393240.7,391828.6,16700.0,2808211.55,2824911.55,0.806595020851556%,50.667%,50.667%,100.0%,0.0%,0.8207616875182228%,49.25%,49.25%,100.0%,0.0%
1478,12.51088833808899,296,2,0.1,1196,1000,10000,1,1,52,91183.374,247.266,-90936.108,1745.2,431527.8,429782.6,21602.0,4876894.2,4898496.2,0.8458703831703966%,46.739%,46.739%,100.0%,0.0%,0.8199506507289251%,49.331%,49.331%,100.0%,0.0%
1487,5.884998559951782,298,1,0.1,1204,1000,10000,1,1,21,93025.411,223.797,-92801.614,1986.8,444640.8,442654.0,16966.0,1949042.7,1966008.7,0.8140922523022758%,49.917%,49.917%,100.0%,0.0%,0.8182450762225417%,49.502%,49.502%,100.0%,0.0%
1489,5.240998983383179,298,3,0.1,1204,1000,10000,1,1,19,93025.411,718.017,-92307.394,659.2,473316.8,472657.6,17022.0,1784349.75,1801371.75,0.814922817086329%,49.834%,49.834%,100.0%,0.0%,0.8057866044617442%,50.748%,50.748%,100.0%,0.0%
1488,6.877806186676025,298,2,0.1,1204,1000,10000,1,1,26,93025.411,187.068,-92838.343,3549.2,663942.2,660393.0,24344.0,2621487.55,2645831.55,0.7900058735647344%,52.326%,52.326%,100.0%,0.0%,0.7941586974850001%,51.91%,51.91%,100.0%,0.0%
1485,9.862063646316528,297,4,0.1,1200,1000,10000,1,1,40,92099.404,22490.642,-69608.762,21.2,476801.6,476780.4,20717.0,3887599.65,3908316.65,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8074283541848893%,50.583%,50.583%,100.0%,0.0%
1484,11.758554935455322,297,3,0.1,1200,1000,10000,1,1,49,92099.404,1041.562,-91057.842,484.0,504116.0,503632.0,23167.0,4835595.95,4858762.95,0.819095020851556%,49.417%,49.417%,100.0%,0.0%,0.8182616875182227%,49.5%,49.5%,100.0%,0.0%
1486,9.61366057395935,298,0,0.1,1204,1000,10000,1,1,37,93025.411,1279.745,-91745.666,419.5,536852.9,536433.4,21839.0,3836282.6,3858121.6,0.8008032157574253%,51.246%,51.246%,100.0%,0.0%,0.8182450762225417%,49.502%,49.502%,100.0%,0.0%
1490,7.228718519210815,298,4,0.1,1204,1000,10000,1,1,27,93025.411,629.801,-92395.61,1048.8,660535.8,659487.0,22819.0,2916753.9,2939572.9,0.7767168370198838%,53.654%,53.654%,100.0%,0.0%,0.8157533818703822%,49.751%,49.751%,100.0%,0.0%
1491,5.528149127960205,299,0,0.1,1208,1000,10000,1,1,20,93961.547,1405.349,-92556.198,337.9,474867.3,474529.4,17168.0,1916675.5,1933843.5,0.809950429240077%,50.331%,50.331%,100.0%,0.0%,0.8066391709619313%,50.662%,50.662%,100.0%,0.0%
1492,6.185601711273193,299,1,0.1,1208,1000,10000,1,1,22,93961.547,265.181,-93696.366,1531.4,406097.8,404566.4,15482.0,2012738.65,2028220.65,0.8389239391738519%,47.434%,47.434%,100.0%,0.0%,0.8174007603659048%,49.586%,49.586%,100.0%,0.0%
1493,6.373647451400757,299,2,0.1,1208,1000,10000,1,1,23,93961.547,801.971,-93159.576,559.8,448943.2,448383.4,16791.0,2210954.15,2227745.15,0.80001665440564%,51.325%,51.325%,100.0%,0.0%,0.8074669855314678%,50.579%,50.579%,100.0%,0.0%
1494,5.691365480422974,299,3,0.1,1208,1000,10000,1,1,20,93961.547,443.709,-93517.838,1171.4,519760.2,518588.8,18529.0,1966937.5,1985466.5,0.8314736080480241%,48.179%,48.179%,100.0%,0.0%,0.8314736080480241%,48.179%,48.179%,100.0%,0.0%
1496,5.335374355316162,300,0,0.1,1212,1000,10000,1,1,19,94907.962,956.629,-93951.333,491.3,469991.7,469500.4,16793.0,1778797.1,1795590.1,0.8198623475842294%,49.34%,49.34%,100.0%,0.0%,0.8173871000594769%,49.587%,49.587%,100.0%,0.0%
1495,5.8740928173065186,299,4,0.1,1208,1000,10000,1,1,21,93961.547,1061.8,-92899.747,518.6,550649.6,550131.0,18809.0,2122244.0,2141053.0,0.7909106941407392%,52.235%,52.235%,100.0%,0.0%,0.8025000981142492%,51.076%,51.076%,100.0%,0.0%
1497,5.40870213508606,300,1,0.1,1212,1000,10000,1,1,19,94907.962,1244.961,-93663.001,410.5,511056.5,510646.0,17437.0,1785120.5,1802557.5,0.8322385852079918%,48.102%,48.102%,100.0%,0.0%,0.8083111924687177%,50.495%,50.495%,100.0%,0.0%
1499,5.366966009140015,300,3,0.1,1212,1000,10000,1,1,18,94907.962,304.32,-94603.642,1487.9,452797.1,451309.2,15853.0,1722863.1,1738716.1,0.8066610274522161%,50.66%,50.66%,100.0%,0.0%,0.807486109960467%,50.578%,50.578%,100.0%,0.0%
1500,5.346954345703125,300,4,0.1,1212,1000,10000,1,1,18,94907.962,252.504,-94655.458,1672.4,422287.2,420614.8,15026.0,1634241.55,1649267.55,0.8528656479142623%,46.04%,46.04%,100.0%,0.0%,0.802535614910962%,51.073%,51.073%,100.0%,0.0%
1501,6.029557228088379,301,0,0.1,1216,1000,10000,1,1,21,95864.814,614.689,-95250.125,889.5,546765.7,545876.2,19416.0,2059439.65,2078855.65,0.8066827401498017%,50.658%,50.658%,100.0%,0.0%,0.8346432664655911%,47.862%,47.862%,100.0%,0.0%
1498,8.334123134613037,300,2,0.1,1212,1000,10000,1,1,31,94907.962,10649.124,-84258.838,40.2,428094.8,428054.6,17918.0,2844480.45,2862398.45,0.7984102023697078%,51.485%,51.485%,100.0%,0.0%,0.8239877601254835%,48.927%,48.927%,100.0%,0.0%
1502,5.941183805465698,301,1,0.1,1216,1000,10000,1,1,21,95864.814,384.017,-95480.797,1430.4,549297.4,547867.0,19276.0,2112496.7,2131772.7,0.8181958980445385%,49.507%,49.507%,100.0%,0.0%,0.82806431909717%,48.52%,48.52%,100.0%,0.0%
1506,5.3948986530303955,302,0,0.1,1220,1000,10000,1,1,20,96832.263,257.742,-96574.521,1740.4,448574.8,446834.4,16184.0,1868716.15,1884900.15,0.828835458010026%,48.443%,48.443%,100.0%,0.0%,0.8206387366985506%,49.262%,49.262%,100.0%,0.0%
1504,6.838332414627075,301,3,0.1,1216,1000,10000,1,1,26,95864.814,416.73,-95448.084,1079.4,449818.2,448738.8,17849.0,2385238.85,2403087.85,0.8075051085708542%,50.576%,50.576%,100.0%,0.0%,0.79681431909717%,51.645%,51.645%,100.0%,0.0%
1503,7.814117908477783,301,2,0.1,1216,1000,10000,1,1,30,95864.814,1609.06,-94255.754,283.3,455846.7,455563.4,18312.0,2739322.0,2757634.0,0.8181958980445385%,49.507%,49.507%,100.0%,0.0%,0.790235371728749%,52.303%,52.303%,100.0%,0.0%
1507,5.695421934127808,302,1,0.1,1220,1000,10000,1,1,20,96832.263,239.857,-96592.406,2153.3,516483.1,514329.8,18466.0,1967867.0,1986333.0,0.7968682448952719%,51.639%,51.639%,100.0%,0.0%,0.8189993924362555%,49.426%,49.426%,100.0%,0.0%
1508,5.886194467544556,302,2,0.1,1220,1000,10000,1,1,21,96832.263,340.597,-96491.666,1500.2,510963.2,509463.0,18132.0,2098182.35,2116314.35,0.8140813596493702%,49.918%,49.918%,100.0%,0.0%,0.8157207039116653%,49.754%,49.754%,100.0%,0.0%
1509,5.441102743148804,302,3,0.1,1220,1000,10000,1,1,19,96832.263,793.437,-96038.826,616.9,489471.1,488854.2,17557.0,1768289.1,1785846.1,0.8099829989936327%,50.328%,50.328%,100.0%,0.0%,0.7911305399772391%,52.213%,52.213%,100.0%,0.0%
1505,10.425843954086304,301,4,0.1,1216,1000,10000,1,1,41,95864.814,2028.632,-93836.182,242.9,492754.7,492511.8,21803.0,3967153.0,3988956.0,0.8198406348866437%,49.342%,49.342%,100.0%,0.0%,0.8050380033076964%,50.822%,50.822%,100.0%,0.0%
1511,5.915839195251465,303,0,0.1,1224,1000,10000,1,1,20,97810.469,406.139,-97404.33,1087.5,441675.7,440588.2,15667.0,1833907.55,1849574.55,0.8059087463417521%,50.735%,50.735%,100.0%,0.0%,0.816529661374432%,49.673%,49.673%,100.0%,0.0%
1513,6.116138935089111,303,2,0.1,1224,1000,10000,1,1,22,97810.469,239.059,-97571.41,2265.3,541541.1,539275.8,19354.0,2162275.65,2181629.65,0.8206146286946933%,49.265%,49.265%,100.0%,0.0%,0.8246995960149548%,48.856%,48.856%,100.0%,0.0%
1510,9.232316732406616,302,4,0.1,1220,1000,10000,1,1,36,96832.263,2231.925,-94600.338,306.0,682969.2,682663.2,25321.0,3954841.8,3980162.8,0.7837534907969113%,52.951%,52.951%,100.0%,0.0%,0.8312944744034685%,48.197%,48.197%,100.0%,0.0%
1512,7.812551259994507,303,1,0.1,1224,1000,10000,1,1,31,97810.469,3772.832,-94037.637,129.9,490090.9,489961.0,20329.0,2970579.75,2990908.75,0.8263335829430594%,48.693%,48.693%,100.0%,0.0%,0.8148956744463274%,49.837%,49.837%,100.0%,0.0%
1514,7.030846834182739,303,3,0.1,1224,1000,10000,1,1,26,97810.469,417.038,-97393.431,1343.5,560290.1,558946.6,20255.0,2560026.5,2580281.5,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.8067257398058044%,50.654%,50.654%,100.0%,0.0%
1515,7.339533567428589,303,4,0.1,1224,1000,10000,1,1,28,97810.469,146.647,-97663.822,3367.6,493846.8,490479.2,18718.0,2771235.9,2789953.9,0.8263335829430594%,48.693%,48.693%,100.0%,0.0%,0.8067257398058044%,50.654%,50.654%,100.0%,0.0%
1517,6.146529912948608,304,1,0.1,1227,1000,10000,1,1,22,98551.284,122.296,-98428.988,4238.0,518291.0,514053.0,18698.0,2116896.2,2135594.2,0.8210041488059163%,49.226%,49.226%,100.0%,0.0%,0.8104092017806515%,50.285%,50.285%,100.0%,0.0%
1518,5.364493131637573,304,2,0.1,1227,1000,10000,1,1,19,98551.284,1883.869,-96667.415,249.2,469460.2,469211.0,16455.0,1805712.85,1822167.85,0.8104092017806515%,50.285%,50.285%,100.0%,0.0%,0.7949242792052643%,51.834%,51.834%,100.0%,0.0%
1516,8.747700452804565,304,0,0.1,1227,1000,10000,1,1,33,98551.284,343.305,-98207.979,1690.4,580322.2,578631.8,21880.0,3392378.55,3414258.55,0.8283391121310997%,48.492%,48.492%,100.0%,0.0%,0.803074238455468%,51.019%,51.019%,100.0%,0.0%
1520,6.0275022983551025,304,4,0.1,1227,1000,10000,1,1,22,98551.284,2236.658,-96314.626,262.2,586451.8,586189.6,20187.0,2235013.7,2255200.7,0.7998142547553866%,51.345%,51.345%,100.0%,0.0%,0.8324140917562015%,48.085%,48.085%,100.0%,0.0%
1522,5.180570840835571,305,1,0.1,1231,1000,10000,1,1,19,99548.719,495.457,-99053.262,990.4,490700.4,489710.0,17308.0,1841246.9,1858554.9,0.803919689142918%,50.934%,50.934%,100.0%,0.0%,0.8339765534808546%,47.929%,47.929%,100.0%,0.0%
1524,5.242834091186523,305,3,0.1,1231,1000,10000,1,1,19,99548.719,205.137,-99343.582,2509.9,514874.5,512364.6,17909.0,1805305.1,1823214.1,0.8047320368277271%,50.853%,50.853%,100.0%,0.0%,0.8144802090454363%,49.878%,49.878%,100.0%,0.0%
1523,5.598562955856323,305,2,0.1,1231,1000,10000,1,1,19,99548.719,408.056,-99140.663,1222.1,498685.1,497463.0,17383.0,1852671.5,1870054.5,0.8258530766327636%,48.741%,48.741%,100.0%,0.0%,0.8079814275669636%,50.528%,50.528%,100.0%,0.0%
1519,9.121150493621826,304,3,0.1,1227,1000,10000,1,1,36,98551.284,870.363,-97680.921,579.8,504636.4,504056.6,21206.0,3572809.25,3594015.25,0.8014442466054272%,51.182%,51.182%,100.0%,0.0%,0.8275241162060792%,48.574%,48.574%,100.0%,0.0%
1521,8.682124614715576,305,0,0.1,1231,1000,10000,1,1,33,99548.719,234.512,-99314.207,2486.4,583089.8,580603.4,23178.0,3310604.55,3333782.55,0.7884850831315452%,52.478%,52.478%,100.0%,0.0%,0.8169172520998637%,49.634%,49.634%,100.0%,0.0%
1526,7.671630859375,306,0,0.1,1235,1000,10000,1,1,30,100557.377,475.555,-100081.822,1228.5,584219.3,582990.8,21291.0,3104938.5,3126229.5,0.8217637118097207%,49.15%,49.15%,100.0%,0.0%,0.8185248454129597%,49.474%,49.474%,100.0%,0.0%
1529,6.535668849945068,306,3,0.1,1235,1000,10000,1,1,24,100557.377,1648.319,-98909.058,343.8,566692.0,566348.2,20434.0,2427685.55,2448119.55,0.8071888130242957%,50.607%,50.607%,100.0%,0.0%,0.8274317280040527%,48.583%,48.583%,100.0%,0.0%
1532,6.188753128051758,307,1,0.1,1239,1000,10000,1,1,23,101577.434,293.059,-101284.375,1998.4,585649.4,583651.0,20327.0,2376553.7,2396880.7,0.7902592662107167%,52.3%,52.3%,100.0%,0.0%,0.8080155212551073%,50.525%,50.525%,100.0%,0.0%
1530,9.159449577331543,306,4,0.1,1235,1000,10000,1,1,37,100557.377,3692.445,-96864.932,160.0,590791.2,590631.2,23669.0,3763875.35,3787544.35,0.8128568292186277%,50.04%,50.04%,100.0%,0.0%,0.8063790964251053%,50.688%,50.688%,100.0%,0.0%
1534,5.697054386138916,307,3,0.1,1239,1000,10000,1,1,20,101577.434,3314.141,-98263.293,155.3,514686.1,514530.8,18397.0,1960216.6,1978613.6,0.8168936487773026%,49.637%,49.637%,100.0%,0.0%,0.7967160862268586%,51.655%,51.655%,100.0%,0.0%
1531,9.639495134353638,307,0,0.1,1239,1000,10000,1,1,38,101577.434,669.596,-100907.838,997.6,667989.0,666991.4,25646.0,4135757.0,4161403.0,0.8047871112470363%,50.847%,50.847%,100.0%,0.0%,0.8088226237571251%,50.444%,50.444%,100.0%,0.0%
1527,13.532803535461426,306,1,0.1,1235,1000,10000,1,1,54,100557.377,372.876,-100184.501,1467.4,547158.6,545691.2,25498.0,5684589.0,5710087.0,0.8015207968299637%,51.174%,51.174%,100.0%,0.0%,0.8217637118097206%,49.15%,49.15%,100.0%,0.0%
1533,8.761838912963867,307,2,0.1,1239,1000,10000,1,1,34,101577.434,521.906,-101055.528,809.5,422483.1,421673.6,17700.0,3122040.4,3139740.4,0.8160865462752849%,49.718%,49.718%,100.0%,0.0%,0.8104368287611606%,50.282%,50.282%,100.0%,0.0%
1528,12.018279075622559,306,2,0.1,1235,1000,10000,1,1,48,100557.377,1015.163,-99542.214,529.7,537731.9,537202.2,24943.0,4682198.8,4707141.8,0.8112373960202471%,50.202%,50.202%,100.0%,0.0%,0.8193345620121498%,49.393%,49.393%,100.0%,0.0%
1525,15.814470529556274,305,4,0.1,1231,1000,10000,1,1,65,99548.719,2006.942,-97541.777,364.4,731329.6,730965.2,32653.0,7464465.55,7497118.55,0.8087937752517727%,50.447%,50.447%,100.0%,0.0%,0.8177295997846727%,49.553%,49.553%,100.0%,0.0%
1536,6.750741004943848,308,0,0.1,1243,1000,10000,1,1,25,102609.07,125.34,-102483.73,4040.8,506475.4,502434.6,18725.0,2430841.55,2449566.55,0.8144684453621487%,49.879%,49.879%,100.0%,0.0%,0.8249270133428406%,48.833%,48.833%,100.0%,0.0%
1538,5.276806592941284,308,2,0.1,1243,1000,10000,1,1,19,102609.07,286.443,-102322.627,1638.1,469221.7,467583.6,16790.0,1767069.6,1783859.6,0.8184909715085688%,49.477%,49.477%,100.0%,0.0%,0.7975738355471849%,51.569%,51.569%,100.0%,0.0%
1540,5.510185480117798,308,4,0.1,1243,1000,10000,1,1,20,102609.07,1036.407,-101572.663,481.5,499029.9,498548.4,17898.0,1882355.85,1900253.85,0.8168819610500008%,49.638%,49.638%,100.0%,0.0%,0.7903332884836289%,52.293%,52.293%,100.0%,0.0%
1539,6.266932964324951,308,3,0.1,1243,1000,10000,1,1,22,102609.07,212.781,-102396.289,2668.0,567699.8,565031.8,19931.0,2213303.85,2233234.85,0.8200999819671366%,49.316%,49.316%,100.0%,0.0%,0.8200999819671366%,49.316%,49.316%,100.0%,0.0%
1537,6.778202056884766,308,1,0.1,1243,1000,10000,1,1,25,102609.07,548.106,-102060.964,1226.0,671978.0,670752.0,23300.0,2685541.2,2708841.2,0.8160774558207168%,49.718%,49.718%,100.0%,0.0%,0.8184909715085686%,49.477%,49.477%,100.0%,0.0%
1542,4.985335350036621,309,1,0.1,1247,1000,10000,1,1,17,103652.466,147.535,-103504.931,2953.6,435759.6,432806.0,15303.0,1580824.5,1596127.5,0.8160684236850232%,49.719%,49.719%,100.0%,0.0%,0.8288992175903961%,48.436%,48.436%,100.0%,0.0%
1541,6.7234556674957275,309,0,0.1,1247,1000,10000,1,1,25,103652.466,247.585,-103404.881,2631.7,651569.9,648938.2,23452.0,2570641.7,2594093.7,0.8248895944949668%,48.837%,48.837%,100.0%,0.0%,0.8176722729231948%,49.559%,49.559%,100.0%,0.0%
1543,7.340029716491699,309,2,0.1,1247,1000,10000,1,1,27,103652.466,192.784,-103459.682,2537.3,489152.1,486614.8,18575.0,2636153.55,2654728.55,0.8288992175903959%,48.436%,48.436%,100.0%,0.0%,0.8232857452567952%,48.998%,48.998%,100.0%,0.0%
1544,7.294997930526733,309,3,0.1,1247,1000,10000,1,1,27,103652.466,334.167,-103318.299,2050.1,685076.5,683026.4,24444.0,2853213.15,2877657.15,0.8288992175903959%,48.436%,48.436%,100.0%,0.0%,0.8337107653049107%,47.955%,47.955%,100.0%,0.0%
1545,5.77864146232605,309,4,0.1,1247,1000,10000,1,1,20,103652.466,1539.207,-102113.259,334.8,515326.6,514991.8,18733.0,1916075.05,1934808.05,0.8176722729231946%,49.559%,49.559%,100.0%,0.0%,0.8264934437331385%,48.677%,48.677%,100.0%,0.0%
1548,5.046578884124756,310,2,0.1,1251,1000,10000,1,1,17,104707.812,85.555,-104622.257,5164.0,441808.0,436644.0,15277.0,1533481.4,1548758.4,0.8032696811233386%,50.999%,50.999%,100.0%,0.0%,0.8216549728899253%,49.161%,49.161%,100.0%,0.0%
1535,15.19385051727295,307,4,0.1,1239,1000,10000,1,1,63,101577.434,2741.906,-98835.528,215.9,591977.5,591761.6,28363.0,6606527.05,6634890.05,0.8064013162510717%,50.686%,50.686%,100.0%,0.0%,0.8104368287611606%,50.282%,50.282%,100.0%,0.0%
1547,6.824339866638184,310,1,0.1,1251,1000,10000,1,1,26,104707.812,615.533,-104092.279,1099.3,676655.9,675556.6,23593.0,2830731.35,2854324.35,0.8112632862392459%,50.2%,50.2%,100.0%,0.0%,0.8144607282856089%,49.88%,49.88%,100.0%,0.0%
1549,7.059644937515259,310,3,0.1,1251,1000,10000,1,1,26,104707.812,1345.485,-103362.327,520.6,700459.4,699938.8,24174.0,2820737.45,2844911.45,0.8080658441928831%,50.52%,50.52%,100.0%,0.0%,0.8008715995885665%,51.239%,51.239%,100.0%,0.0%
1550,5.882067441940308,310,4,0.1,1251,1000,10000,1,1,21,104707.812,389.083,-104318.729,1337.6,520437.6,519100.0,18449.0,2055033.85,2073482.85,0.8080658441928831%,50.52%,50.52%,100.0%,0.0%,0.8152600887971996%,49.8%,49.8%,100.0%,0.0%
1551,6.730344295501709,311,0,0.1,1255,1000,10000,1,1,25,105775.297,1496.542,-104278.755,376.4,563298.4,562922.0,20990.0,2446708.9,2467698.9,0.8144569066417287%,49.88%,49.88%,100.0%,0.0%,0.8033015281556729%,50.996%,50.996%,100.0%,0.0%
1552,5.569581031799316,311,1,0.1,1255,1000,10000,1,1,20,105775.297,789.806,-104985.491,675.5,533513.7,532838.2,18647.0,1973668.95,1992315.95,0.8025047154066689%,51.076%,51.076%,100.0%,0.0%,0.8088792173987008%,50.438%,50.438%,100.0%,0.0%
