,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated:  efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity
1554,6.2906153202056885,311,3,0.1,1255,1000,10000,1,1,22,105775.297,255.078,-105520.219,2344.9,598133.3,595788.4,20502.0,2276691.7,2297193.7,0.801707902657665%,51.155%,51.155%,100.0%,0.0%,0.8040983409046769%,50.916%,50.916%,100.0%,0.0%
1555,6.595800399780273,311,4,0.1,1255,1000,10000,1,1,24,105775.297,5976.916,-99798.381,105.2,628771.6,628666.4,21815.0,2509961.15,2531776.15,0.8096760301477048%,50.359%,50.359%,100.0%,0.0%,0.802504715406669%,51.076%,51.076%,100.0%,0.0%
1556,5.844988822937012,312,0,0.1,1259,1000,10000,1,1,21,106855.117,824.185,-106030.932,687.4,566544.6,565857.2,19582.0,2107528.9,2127110.9,0.8041274539995572%,50.913%,50.913%,100.0%,0.0%,0.8208073586858162%,49.245%,49.245%,100.0%,0.0%
1553,9.091487169265747,311,2,0.1,1255,1000,10000,1,1,36,105775.297,12497.164,-93278.133,43.8,547375.8,547332.0,21959.0,3652239.15,3674198.15,0.8224250341317686%,49.084%,49.084%,100.0%,0.0%,0.8112696556457127%,50.199%,50.199%,100.0%,0.0%
1558,6.7304558753967285,312,2,0.1,1259,1000,10000,1,1,24,106855.117,268.206,-106586.911,2328.1,624409.9,622081.8,21853.0,2459882.2,2481735.2,0.7961846422441957%,51.708%,51.708%,100.0%,0.0%,0.8168359528081353%,49.643%,49.643%,100.0%,0.0%
1559,5.851039171218872,312,3,0.1,1259,1000,10000,1,1,20,106855.117,361.494,-106493.623,1424.9,515092.5,513667.6,18012.0,1943846.9,1961858.9,0.7938017987175874%,51.946%,51.946%,100.0%,0.0%,0.8096874222283101%,50.357%,50.357%,100.0%,0.0%
1560,7.8321943283081055,312,4,0.1,1259,1000,10000,1,1,30,106855.117,156.43,-106698.687,3336.1,521864.5,518528.4,20171.0,3039273.3,3059444.3,0.7961846422441957%,51.708%,51.708%,100.0%,0.0%,0.8017446104729488%,51.152%,51.152%,100.0%,0.0%
1561,6.59183144569397,313,0,0.1,1262,1000,10000,1,1,24,107673.197,700.515,-106972.682,875.5,613300.7,612425.2,21779.0,2468912.95,2490691.95,0.8092997223835159%,50.396%,50.396%,100.0%,0.0%,0.8227704038415191%,49.049%,49.049%,100.0%,0.0%
1562,6.359600782394409,313,1,0.1,1262,1000,10000,1,1,23,107673.197,723.644,-106949.553,815.1,589842.5,589027.4,20746.0,2292485.3,2313231.3,0.8132616875182226%,50.0%,50.0%,100.0%,0.0%,0.8219780108145777%,49.128%,49.128%,100.0%,0.0%
1557,11.21402645111084,312,1,0.1,1259,1000,10000,1,1,43,106855.117,368.585,-106486.532,1746.2,643622.8,641876.6,25354.0,4757970.85,4783324.85,0.8358987010210028%,47.736%,47.736%,100.0%,0.0%,0.8192187963347437%,49.404%,49.404%,100.0%,0.0%
1546,18.99159812927246,310,0,0.1,1251,1000,10000,1,1,76,104707.812,955.176,-103752.636,663.0,633281.4,632618.4,31522.0,8296801.2,8328323.2,0.8008715995885665%,51.239%,51.239%,100.0%,0.0%,0.8136613677740181%,49.96%,49.96%,100.0%,0.0%
1566,6.115281820297241,314,0,0.1,1266,1000,10000,1,1,22,108775.086,363.556,-108411.53,1448.3,526537.9,525089.6,19569.0,2095307.5,2114876.5,0.8101021298562955%,50.316%,50.316%,100.0%,0.0%,0.8156313557646683%,49.763%,49.763%,100.0%,0.0%
1565,7.61647891998291,313,4,0.1,1262,1000,10000,1,1,28,107673.197,219.498,-107453.699,3381.9,742319.7,738937.8,25557.0,3085776.6,3111333.6,0.818016045679871%,49.525%,49.525%,100.0%,0.0%,0.7950366478985714%,51.823%,51.823%,100.0%,0.0%
1563,10.409966230392456,313,2,0.1,1262,1000,10000,1,1,41,107673.197,8123.621,-99549.576,70.9,575964.7,575893.8,24077.0,4172274.95,4196351.95,0.8140540805451641%,49.921%,49.921%,100.0%,0.0%,0.8283171550301085%,48.494%,48.494%,100.0%,0.0%
1569,6.007554292678833,314,3,0.1,1266,1000,10000,1,1,21,108775.086,197.983,-108577.103,2740.9,542652.1,539911.2,19475.0,2109016.55,2128491.55,0.8258999181659321%,48.736%,48.736%,100.0%,0.0%,0.8274796969968957%,48.578%,48.578%,100.0%,0.0%
1568,6.543134927749634,314,2,0.1,1266,1000,10000,1,1,24,108775.086,483.977,-108291.109,1350.9,653804.9,652454.0,22868.0,2463092.75,2485960.75,0.7982537886240679%,51.501%,51.501%,100.0%,0.0%,0.8022032357014771%,51.106%,51.106%,100.0%,0.0%
1567,7.264236927032471,314,1,0.1,1266,1000,10000,1,1,27,108775.086,362.812,-108412.274,1980.2,718439.4,716459.2,24920.0,2873073.7,2897993.7,0.7903548944692497%,52.291%,52.291%,100.0%,0.0%,0.8282695864123776%,48.499%,48.499%,100.0%,0.0%
1564,11.724490880966187,313,3,0.1,1262,1000,10000,1,1,47,107673.197,384.169,-107289.028,1483.3,569837.7,568354.4,23947.0,4978396.55,5002343.55,0.8116769014643401%,50.158%,50.158%,100.0%,0.0%,0.8148464735721055%,49.842%,49.842%,100.0%,0.0%
1571,7.942924737930298,315,0,0.1,1270,1000,10000,1,1,29,109889.87,479.519,-109410.351,1399.7,671182.9,669783.2,23947.0,3117782.15,3141729.15,0.8384585379119235%,47.48%,47.48%,100.0%,0.0%,0.798301057596963%,51.496%,51.496%,100.0%,0.0%
1572,7.500354528427124,315,1,0.1,1270,1000,10000,1,1,27,109889.87,13026.259,-96863.611,50.5,657826.1,657775.6,23054.0,2860110.5,2883164.5,0.8227105064158605%,49.055%,49.055%,100.0%,0.0%,0.7904270418489314%,52.283%,52.283%,100.0%,0.0%
1574,6.239100456237793,315,3,0.1,1270,1000,10000,1,1,22,109889.87,255.237,-109634.633,2217.0,565860.6,563643.6,19988.0,2128440.3,2148428.3,0.8164112938174353%,49.685%,49.685%,100.0%,0.0%,0.8164112938174353%,49.685%,49.685%,100.0%,0.0%
1570,10.902826070785522,314,4,0.1,1266,1000,10000,1,1,42,108775.086,513.539,-108261.547,1147.5,589285.9,588138.4,23070.0,4534842.35,4557912.35,0.8045729039479226%,50.869%,50.869%,100.0%,0.0%,0.8014133462859953%,51.185%,51.185%,100.0%,0.0%
1573,8.014116048812866,315,2,0.1,1270,1000,10000,1,1,29,109889.87,426.399,-109463.471,1824.0,777752.0,775928.0,27121.0,3250495.6,3277616.6,0.8297971205890888%,48.346%,48.346%,100.0%,0.0%,0.814836490667829%,49.843%,49.843%,100.0%,0.0%
1578,6.2539222240448,316,2,0.1,1274,1000,10000,1,1,22,111017.759,569.81,-110447.949,1053.5,600294.9,599241.4,19981.0,2276641.9,2296622.9,0.7936384536092745%,51.962%,51.962%,100.0%,0.0%,0.789713806827485%,52.355%,52.355%,100.0%,0.0%
1577,8.379761934280396,316,1,0.1,1274,1000,10000,1,1,31,111017.759,581.492,-110436.267,1043.9,607019.5,605975.6,22237.0,3292509.05,3314746.05,0.8148315462309387%,49.843%,49.843%,100.0%,0.0%,0.8116918288055068%,50.157%,50.157%,100.0%,0.0%
1579,6.9571990966796875,316,3,0.1,1274,1000,10000,1,1,25,111017.759,440.789,-110576.97,1273.8,561477.6,560203.8,20350.0,2517172.45,2537522.45,0.82189591043816%,49.137%,49.137%,100.0%,0.0%,0.8297452040017393%,48.352%,48.352%,100.0%,0.0%
1576,11.110734701156616,316,0,0.1,1274,1000,10000,1,1,43,111017.759,343.768,-110673.991,1902.2,653914.8,652012.6,26204.0,4631638.55,4657842.55,0.788928877471127%,52.433%,52.433%,100.0%,0.0%,0.8022726765292117%,51.099%,51.099%,100.0%,0.0%
1582,6.465102672576904,317,1,0.1,1278,1000,10000,1,1,23,112158.972,6116.645,-106042.327,98.1,600042.9,599944.8,21154.0,2312681.1,2333835.1,0.7835277282067987%,52.973%,52.973%,100.0%,0.0%,0.8555152086449833%,45.775%,45.775%,100.0%,0.0%
1575,12.438037872314453,315,4,0.1,1270,1000,10000,1,1,48,109889.87,342.928,-109546.942,1789.4,613635.8,611846.4,26502.0,5104898.45,5131400.45,0.809324679644207%,50.394%,50.394%,100.0%,0.0%,0.8179860969670416%,49.528%,49.528%,100.0%,0.0%
1580,12.218259811401367,316,4,0.1,1274,1000,10000,1,1,46,111017.759,261.145,-110756.614,2927.7,764554.3,761626.6,28978.0,5450200.55,5479178.55,0.809337040736433%,50.392%,50.392%,100.0%,0.0%,0.8109068994491491%,50.235%,50.235%,100.0%,0.0%
1585,8.216308832168579,317,4,0.1,1278,1000,10000,1,1,30,112158.972,4322.501,-107836.471,169.3,731799.5,731630.2,25762.0,3282203.7,3307965.7,0.7968297626355937%,51.643%,51.643%,100.0%,0.0%,0.8296936124008519%,48.357%,48.357%,100.0%,0.0%
1588,6.77363657951355,318,2,0.1,1282,1000,10000,1,1,25,113313.728,358.96,-112954.768,1852.3,664901.3,663049.0,23055.0,2639710.65,2662765.65,0.8070214379082385%,50.624%,50.624%,100.0%,0.0%,0.8436829043668969%,46.958%,46.958%,100.0%,0.0%
1589,6.684885501861572,318,3,0.1,1282,1000,10000,1,1,24,113313.728,413.192,-112900.536,1495.5,617928.1,616432.6,21865.0,2480553.8,2502418.8,0.8124816563169749%,50.078%,50.078%,100.0%,0.0%,0.8148217499207189%,49.844%,49.844%,100.0%,0.0%
1581,14.00272274017334,317,0,0.1,1278,1000,10000,1,1,54,112158.972,203.066,-111955.906,2923.2,593602.8,590679.6,26970.0,5693838.85,5720808.85,0.8179565231989739%,49.531%,49.531%,100.0%,0.0%,0.804654488770179%,50.861%,50.861%,100.0%,0.0%
1583,13.240607500076294,317,2,0.1,1278,1000,10000,1,1,51,112158.972,410.61,-111748.362,1870.1,767881.9,766011.8,30528.0,6017124.55,6047652.55,0.8030895435432619%,51.017%,51.017%,100.0%,0.0%,0.8171740505855154%,49.609%,49.609%,100.0%,0.0%
1586,12.2356698513031,318,0,0.1,1282,1000,10000,1,1,47,113313.728,706.417,-112607.311,1032.7,729516.9,728484.2,29235.0,5362032.85,5391267.85,0.8210619995307032%,49.22%,49.22%,100.0%,0.0%,0.7929808762857735%,52.028%,52.028%,100.0%,0.0%
1584,15.573905229568481,317,3,0.1,1278,1000,10000,1,1,62,112158.972,3622.79,-108536.182,197.9,716950.1,716752.2,31780.0,7115198.3,7146978.3,0.8015245983163448%,51.174%,51.174%,100.0%,0.0%,0.8156091053585984%,49.765%,49.765%,100.0%,0.0%
1591,8.131831645965576,319,0,0.1,1286,1000,10000,1,1,29,114482.256,231.363,-114250.893,2708.2,626576.4,623868.2,22471.0,3103381.15,3125852.15,0.790711143194739%,52.255%,52.255%,100.0%,0.0%,0.8544747512818309%,45.879%,45.879%,100.0%,0.0%
1594,7.080182790756226,319,3,0.1,1286,1000,10000,1,1,25,114482.256,3404.06,-111078.196,193.9,660047.3,659853.4,22944.0,2620085.55,2643029.55,0.7945991680780984%,51.866%,51.866%,100.0%,0.0%,0.8015976128681449%,51.166%,51.166%,100.0%,0.0%
1590,10.23574447631836,318,4,0.1,1282,1000,10000,1,1,38,113313.728,454.719,-112859.009,1193.7,542798.3,541604.6,21699.0,3903612.95,3925311.95,0.8202819683294552%,49.298%,49.298%,100.0%,0.0%,0.8226220619331995%,49.064%,49.064%,100.0%,0.0%
1592,9.105425596237183,319,1,0.1,1286,1000,10000,1,1,33,114482.256,1268.012,-113214.244,629.2,797833.0,797203.8,28168.0,3742825.55,3770993.55,0.7961543780314421%,51.711%,51.711%,100.0%,0.0%,0.8249257621683006%,48.834%,48.834%,100.0%,0.0%
1593,8.946268796920776,319,2,0.1,1286,1000,10000,1,1,34,114482.256,1328.116,-113154.14,524.6,696729.8,696205.2,25585.0,3820865.35,3846450.35,0.8054856377515044%,50.778%,50.778%,100.0%,0.0%,0.7914887481714109%,52.177%,52.177%,100.0%,0.0%
1587,18.523855686187744,318,1,0.1,1282,1000,10000,1,1,73,113313.728,3844.092,-109469.636,193.3,743062.9,742869.6,33942.0,8286182.3,8320124.3,0.814041718719471%,49.922%,49.922%,100.0%,0.0%,0.8234020931344476%,48.986%,48.986%,100.0%,0.0%
1596,8.727752685546875,320,0,0.1,1290,1000,10000,1,1,33,115664.785,304.138,-115360.647,2318.7,705205.1,702886.4,25903.0,3553531.85,3579434.85,0.8163624627120213%,49.69%,49.69%,100.0%,0.0%,0.8163624627120213%,49.69%,49.69%,100.0%,0.0%
1597,7.210279941558838,320,1,0.1,1290,1000,10000,1,1,27,115664.785,619.584,-115045.201,1010.3,625965.7,624955.4,22366.0,2854461.5,2876827.5,0.8287655634872151%,48.45%,48.45%,100.0%,0.0%,0.8380678890686104%,47.519%,47.519%,100.0%,0.0%
1595,12.564521074295044,319,4,0.1,1286,1000,10000,1,1,49,114482.256,341.488,-114140.768,1632.3,557410.7,555778.4,24664.0,5044197.0,5068861.0,0.786045513334708%,52.722%,52.722%,100.0%,0.0%,0.8249257621683006%,48.834%,48.834%,100.0%,0.0%
1600,7.363399267196655,320,4,0.1,1290,1000,10000,1,1,26,115664.785,1466.669,-114198.116,436.7,640494.5,640057.8,23175.0,2761227.55,2784402.55,0.8171376565104709%,49.612%,49.612%,100.0%,0.0%,0.8155872689135717%,49.767%,49.767%,100.0%,0.0%
1602,7.0761637687683105,321,1,0.1,1294,1000,10000,1,1,26,116861.552,934.188,-115927.364,738.1,689524.3,688786.2,23956.0,2703603.9,2727559.9,0.8325816256944206%,48.068%,48.068%,100.0%,0.0%,0.8333544232214685%,47.991%,47.991%,100.0%,0.0%
1598,12.150956392288208,320,2,0.1,1290,1000,10000,1,1,45,115664.785,1001.287,-114663.498,728.9,729837.9,729109.0,27911.0,5117331.2,5145242.2,0.8217888193011685%,49.147%,49.147%,100.0%,0.0%,0.8078353309290756%,50.543%,50.543%,100.0%,0.0%
1603,8.698703050613403,321,2,0.1,1294,1000,10000,1,1,33,116861.552,405.818,-116455.734,2053.4,833307.0,831253.6,30150.0,3807675.1,3837825.1,0.8140344850452707%,49.923%,49.923%,100.0%,0.0%,0.7893049641797374%,52.396%,52.396%,100.0%,0.0%
1604,8.632755756378174,321,3,0.1,1294,1000,10000,1,1,32,116861.552,164.474,-116697.078,3421.9,562814.1,559392.2,21898.0,3288723.4,3310621.4,0.8032153196665999%,51.005%,51.005%,100.0%,0.0%,0.8202168652616539%,49.304%,49.304%,100.0%,0.0%
1605,8.90776515007019,321,4,0.1,1294,1000,10000,1,1,32,116861.552,760.012,-116101.54,960.0,729611.4,728651.4,25489.0,3581386.65,3606875.65,0.7985785345043124%,51.468%,51.468%,100.0%,0.0%,0.7869865715985938%,52.628%,52.628%,100.0%,0.0%
1606,9.100497961044312,322,0,0.1,1297,1000,10000,1,1,34,117768.617,219.507,-117549.11,2680.7,588433.7,585753.0,22762.0,3636526.2,3659288.2,0.8321514330849151%,48.111%,48.111%,100.0%,0.0%,0.8205862827379606%,49.268%,49.268%,100.0%,0.0%
1599,15.0617356300354,320,3,0.1,1290,1000,10000,1,1,59,115664.785,528.014,-115136.771,1444.9,762926.9,761482.0,32187.0,6919102.95,6951289.95,0.7969826177507809%,51.628%,51.628%,100.0%,0.0%,0.8086105247275251%,50.465%,50.465%,100.0%,0.0%
1607,7.3242223262786865,322,1,0.1,1297,1000,10000,1,1,26,117768.617,226.254,-117542.363,3155.8,714013.2,710857.4,24449.0,2742705.95,2767154.95,0.7982269920671818%,51.503%,51.503%,100.0%,0.0%,0.7943719419515304%,51.889%,51.889%,100.0%,0.0%
1608,9.760066509246826,322,2,0.1,1297,1000,10000,1,1,37,117768.617,1800.925,-115967.692,321.2,578457.0,578135.8,23126.0,3770714.2,3793840.2,0.7897458818127485%,52.352%,52.352%,100.0%,0.0%,0.8236703228304818%,48.959%,48.959%,100.0%,0.0%
1611,6.3764190673828125,323,0,0.1,1301,1000,10000,1,1,22,118990.888,794.041,-118196.847,757.4,601407.0,600649.6,20970.0,2171504.55,2192474.55,0.8367051925143795%,47.656%,47.656%,100.0%,0.0%,0.797504577602773%,51.576%,51.576%,100.0%,0.0%
1612,6.846161603927612,323,1,0.1,1301,1000,10000,1,1,24,118990.888,634.18,-118356.708,955.4,605895.4,604940.0,20856.0,2510005.65,2530861.65,0.8113400887480459%,50.192%,50.192%,100.0%,0.0%,0.8244069603852481%,48.885%,48.885%,100.0%,0.0%
1610,7.614764928817749,322,4,0.1,1297,1000,10000,1,1,28,117768.617,359.735,-117408.882,2077.0,747169.6,745092.6,26216.0,3051848.0,3078064.0,0.795913961997791%,51.735%,51.735%,100.0%,0.0%,0.8144182025529182%,49.884%,49.884%,100.0%,0.0%
1613,6.71755313873291,323,2,0.1,1301,1000,10000,1,1,24,118990.888,191.795,-118799.093,3403.3,652737.1,649333.8,22580.0,2525728.15,2548308.15,0.8174892048126116%,49.577%,49.577%,100.0%,0.0%,0.8144146467803287%,49.885%,49.885%,100.0%,0.0%
1609,10.13584566116333,322,3,0.1,1297,1000,10000,1,1,38,117768.617,248.493,-117520.124,2598.5,645708.1,643109.6,25601.0,4101448.2,4127049.2,0.8290673929923938%,48.419%,48.419%,100.0%,0.0%,0.8028530522059637%,51.041%,51.041%,100.0%,0.0%
1601,20.943257093429565,321,0,0.1,1294,1000,10000,1,1,86,116861.552,2152.649,-114708.903,331.7,714033.7,713702.0,36161.0,9755477.4,9791638.4,0.7947145468690728%,51.855%,51.855%,100.0%,0.0%,0.7970329394502166%,51.623%,51.623%,100.0%,0.0%
1614,7.5644450187683105,323,3,0.1,1301,1000,10000,1,1,27,118990.888,342.226,-118648.662,2070.4,708544.4,706474.0,24914.0,2929488.8,2954402.8,0.8044223331754095%,50.884%,50.884%,100.0%,0.0%,0.813646007272258%,49.962%,49.962%,100.0%,0.0%
1615,7.218543767929077,323,4,0.1,1301,1000,10000,1,1,26,118990.888,1214.68,-117776.208,548.6,666373.4,665824.8,23012.0,2811614.25,2834626.25,0.8013477751431266%,51.191%,51.191%,100.0%,0.0%,0.7998104961269852%,51.345%,51.345%,100.0%,0.0%
1616,6.586171388626099,324,0,0.1,1305,1000,10000,1,1,24,120228.077,1208.527,-119019.55,540.6,653329.6,652789.0,22561.0,2591350.65,2613911.65,0.8098134116561538%,50.345%,50.345%,100.0%,0.0%,0.8167099633802918%,49.655%,49.655%,100.0%,0.0%
1617,7.9548726081848145,324,1,0.1,1305,1000,10000,1,1,29,120228.077,452.528,-119775.549,1461.2,661234.4,659773.2,23795.0,3119725.45,3143520.45,0.8159436798553875%,49.732%,49.732%,100.0%,0.0%,0.8236065151044297%,48.966%,48.966%,100.0%,0.0%
1618,7.978296279907227,324,2,0.1,1305,1000,10000,1,1,30,120228.077,514.461,-119713.616,1453.6,747820.4,746366.8,27683.0,3179711.55,3207394.55,0.8542578561005982%,45.9%,45.9%,100.0%,0.0%,0.828204216253855%,48.506%,48.506%,100.0%,0.0%
1622,6.571274757385254,325,1,0.1,1309,1000,10000,1,1,23,121480.441,238.271,-121242.17,2582.5,615333.9,612751.4,21252.0,2391104.85,2412356.85,0.8174633681904917%,49.58%,49.58%,100.0%,0.0%,0.8128797165480165%,50.038%,50.038%,100.0%,0.0%
1620,7.827622652053833,324,4,0.1,1305,1000,10000,1,1,27,120228.077,527.263,-119700.814,1358.3,716180.9,714822.6,24777.0,3066651.05,3091428.05,0.8174762469051959%,49.579%,49.579%,100.0%,0.0%,0.8006180093573033%,51.264%,51.264%,100.0%,0.0%
1619,9.599466800689697,324,3,0.1,1305,1000,10000,1,1,36,120228.077,540.35,-119687.727,1200.8,648852.4,647651.6,24610.0,3856906.15,3881516.15,0.8174762469051959%,49.579%,49.579%,100.0%,0.0%,0.8105796951810581%,50.268%,50.268%,100.0%,0.0%
1623,7.225799798965454,325,2,0.1,1309,1000,10000,1,1,25,121480.441,245.005,-121235.436,2751.2,674058.0,671306.8,23233.0,2763531.7,2786764.7,0.8243388456542045%,48.892%,48.892%,100.0%,0.0%,0.8495489296878178%,46.371%,46.371%,100.0%,0.0%
1621,8.347378492355347,325,0,0.1,1309,1000,10000,1,1,30,121480.441,1036.881,-120443.56,726.0,752775.6,752049.6,25802.0,3393497.1,3419299.1,0.8220470198329668%,49.121%,49.121%,100.0%,0.0%,0.8052402971438912%,50.802%,50.802%,100.0%,0.0%
1624,7.586693286895752,325,3,0.1,1309,1000,10000,1,1,27,121480.441,1124.699,-120355.742,634.8,713959.0,713324.2,25566.0,2965323.0,2990889.0,0.8304503811775047%,48.281%,48.281%,100.0%,0.0%,0.8159354843096666%,49.733%,49.733%,100.0%,0.0%
1625,8.127453088760376,325,4,0.1,1309,1000,10000,1,1,31,121480.441,300.501,-121179.94,1737.4,522090.6,520353.2,20021.0,3187929.5,3207950.5,0.8174633681904917%,49.58%,49.58%,100.0%,0.0%,0.8166994262500792%,49.656%,49.656%,100.0%,0.0%
1626,7.2556610107421875,326,0,0.1,1313,1000,10000,1,1,26,122748.244,5676.5,-117071.744,116.0,658474.0,658358.0,22639.0,2787007.75,2809646.75,0.8029798901077126%,51.028%,51.028%,100.0%,0.0%,0.8220202556827316%,49.124%,49.124%,100.0%,0.0%
1627,7.784181118011475,326,1,0.1,1313,1000,10000,1,1,27,122748.244,584.195,-122164.049,1246.7,728315.5,727068.8,25040.0,2991193.55,3016233.55,0.7930789000087027%,52.018%,52.018%,100.0%,0.0%,0.814404109452724%,49.886%,49.886%,100.0%,0.0%
1630,6.462392807006836,326,4,0.1,1313,1000,10000,1,1,22,122748.244,771.055,-121977.189,759.5,585616.5,584857.0,20663.0,2203170.15,2223833.15,0.827351558043737%,48.591%,48.591%,100.0%,0.0%,0.7885092122706981%,52.475%,52.475%,100.0%,0.0%
1629,7.363435506820679,326,3,0.1,1313,1000,10000,1,1,25,122748.244,289.616,-122458.628,2289.4,663046.6,660757.2,23143.0,2626541.05,2649684.05,0.8235434849287332%,48.972%,48.972%,100.0%,0.0%,0.8197354118137293%,49.353%,49.353%,100.0%,0.0%
1631,6.968077659606934,327,0,0.1,1317,1000,10000,1,1,25,124031.757,864.057,-123167.7,753.7,651239.5,650485.8,22839.0,2617720.0,2640559.0,0.8052890223701591%,50.797%,50.797%,100.0%,0.0%,0.7779541704339403%,53.531%,53.531%,100.0%,0.0%
1628,8.445121765136719,326,2,0.1,1313,1000,10000,1,1,31,122748.244,510.781,-122237.463,1560.7,797175.5,795614.8,28812.0,3413595.55,3442407.55,0.8060263485997157%,50.724%,50.724%,100.0%,0.0%,0.8380141627657476%,47.525%,47.525%,100.0%,0.0%
1633,7.851536512374878,327,2,0.1,1317,1000,10000,1,1,28,124031.757,754.484,-123277.273,996.0,751466.2,750470.2,25512.0,3141967.95,3167479.95,0.8356610800770687%,47.76%,47.76%,100.0%,0.0%,0.8447726973891416%,46.849%,46.849%,100.0%,0.0%
1632,10.577221393585205,327,1,0.1,1317,1000,10000,1,1,39,124031.757,636.905,-123394.852,1050.2,668877.4,667827.2,25755.0,4342995.45,4368750.45,0.8159192425675774%,49.734%,49.734%,100.0%,0.0%,0.787825089188686%,52.544%,52.544%,100.0%,0.0%
1635,8.245900869369507,327,4,0.1,1317,1000,10000,1,1,31,124031.757,521.719,-123510.038,1547.7,807464.1,805916.4,28401.0,3582908.15,3611309.15,0.7961774050580862%,51.708%,51.708%,100.0%,0.0%,0.8181971468955956%,49.506%,49.506%,100.0%,0.0%
1634,9.51282024383545,327,3,0.1,1317,1000,10000,1,1,37,124031.757,343.238,-123688.519,2737.8,939716.6,936978.8,32125.0,4520411.65,4552536.65,0.8159192425675774%,49.734%,49.734%,100.0%,0.0%,0.8136413382395592%,49.962%,49.962%,100.0%,0.0%
1636,7.446903467178345,328,0,0.1,1321,1000,10000,1,1,26,125331.255,292.131,-125039.124,2415.2,705555.8,703140.6,24236.0,2864296.0,2888532.0,0.8106121795696989%,50.265%,50.265%,100.0%,0.0%,0.8212102113637944%,49.205%,49.205%,100.0%,0.0%
1637,7.5942559242248535,328,1,0.1,1321,1000,10000,1,1,26,125331.255,325.565,-125005.69,2060.1,670696.9,668636.8,23175.0,2717080.1,2740255.1,0.7924441250655354%,52.082%,52.082%,100.0%,0.0%,0.8007711500466104%,51.249%,51.249%,100.0%,0.0%
1641,9.872593641281128,329,0,0.1,1325,1000,10000,1,1,35,126647.022,1331.243,-125315.779,663.9,883811.9,883148.0,31664.0,4244015.2,4275679.2,0.8189220648767135%,49.434%,49.434%,100.0%,0.0%,0.8272239516691663%,48.604%,48.604%,100.0%,0.0%
1643,6.873871803283691,329,2,0.1,1325,1000,10000,1,1,23,126647.022,1606.164,-125040.858,337.1,541437.9,541100.8,19611.0,2278792.55,2298403.55,0.8272239516691663%,48.604%,48.604%,100.0%,0.0%,0.7804314988389774%,53.283%,53.283%,100.0%,0.0%
1645,6.580784320831299,329,4,0.1,1325,1000,10000,1,1,22,126647.022,1258.785,-125388.237,446.6,562173.6,561727.0,19716.0,2187156.9,2206872.9,0.825714517706902%,48.755%,48.755%,100.0%,0.0%,0.8272239516691663%,48.604%,48.604%,100.0%,0.0%
1644,7.003726959228516,329,3,0.1,1325,1000,10000,1,1,25,126647.022,6834.655,-119812.367,99.8,682098.6,681998.8,23831.0,2755231.4,2779062.4,0.824205083744638%,48.906%,48.906%,100.0%,0.0%,0.804582442235204%,50.868%,50.868%,100.0%,0.0%
1638,14.066386461257935,328,2,0.1,1321,1000,10000,1,1,52,125331.255,661.535,-124669.72,1110.7,734767.1,733656.4,29372.0,6112636.05,6142008.05,0.8196962068217807%,49.357%,49.357%,100.0%,0.0%,0.8151541931957398%,49.811%,49.811%,100.0%,0.0%
1639,14.444479942321777,328,3,0.1,1321,1000,10000,1,1,57,125331.255,781.603,-124549.652,976.1,762923.1,761947.0,31165.0,6866017.05,6897182.05,0.8212102113637944%,49.205%,49.205%,100.0%,0.0%,0.8090981750276853%,50.416%,50.416%,100.0%,0.0%
1642,11.83699655532837,329,1,0.1,1325,1000,10000,1,1,42,126647.022,1980.825,-124666.197,452.8,896917.6,896464.8,32732.0,5235680.7,5268412.7,0.8106201780842607%,50.264%,50.264%,100.0%,0.0%,0.8166579139333171%,49.66%,49.66%,100.0%,0.0%
1646,9.026444911956787,330,0,0.1,1329,1000,10000,1,1,32,127979.346,750.295,-127229.051,858.4,644053.0,643194.6,23880.0,3440711.25,3464591.25,0.8226672556145359%,49.059%,49.059%,100.0%,0.0%,0.8076183466604351%,50.564%,50.564%,100.0%,0.0%
1640,15.665796279907227,328,4,0.1,1321,1000,10000,1,1,63,125331.255,152.922,-125178.333,5024.0,768279.0,763255.0,33304.0,7377002.2,7410306.2,0.814397190924733%,49.886%,49.886%,100.0%,0.0%,0.826509227260842%,48.675%,48.675%,100.0%,0.0%
