,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory
458,0.7671725749969482,46,7,0.8,250,250,1000,1,1,21,7006.239,13398.455,6392.216,1840.0,15238.455,13398.455,531.98,1997.981,2529.961,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,18.18236363636364,0.1
463,0.4941105842590332,47,2,0.8,250,250,1000,1,1,13,7006.239,11521.853,4515.614,1192.0,12713.853,11521.853,513.593,1214.237,1727.83,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,18.586393939393943,0.1
464,0.45310163497924805,47,3,0.8,250,250,1000,1,1,12,7006.239,10701.324,3695.085,1929.6,12630.924,10701.324,563.822,1154.512,1718.334,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,18.586393939393943,0.1
462,0.7911782264709473,47,1,0.8,250,250,1000,1,1,21,7006.239,13532.19,6525.951,2064.0,15596.19,13532.19,590.6,1908.197,2498.797,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,18.586393939393943,0.1
467,0.3980898857116699,47,6,0.8,250,250,1000,1,1,10,7006.239,9601.2,2594.961,1750.4,11351.6,9601.2,554.261,930.085,1484.346,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,18.586393939393943,0.1
465,0.53312087059021,47,4,0.8,250,250,1000,1,1,15,7006.239,13453.127,6446.888,2067.2,15520.327,13453.127,694.907,1339.481,2034.388,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,18.586393939393943,0.1
471,0.3580818176269531,48,0,0.8,250,250,1000,1,1,10,7006.239,10095.556,3089.317,2035.2,12130.756,10095.556,634.888,893.374,1528.262,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,18.990424242424247,0.1
470,0.5161161422729492,47,9,0.8,250,250,1000,1,1,14,7006.239,11622.273,4616.034,1180.8,12803.073,11622.273,400.071,1678.075,2078.146,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,18.586393939393943,0.1
473,0.46010375022888184,48,2,0.8,250,250,1000,1,1,13,7006.239,11521.853,4515.614,1192.0,12713.853,11521.853,513.593,1214.237,1727.83,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,18.990424242424247,0.1
468,0.7331664562225342,47,7,0.8,250,250,1000,1,1,21,7006.239,13234.742,6228.503,2017.6,15252.342,13234.742,516.39,2214.834,2731.224,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,18.586393939393943,0.1
466,0.8681955337524414,47,5,0.8,250,250,1000,1,1,25,7006.239,20964.71,13958.471,1160.0,22124.71,20964.71,882.08,2275.469,3157.549,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,18.586393939393943,0.1
474,0.4811086654663086,48,3,0.8,250,250,1000,1,1,12,7006.239,10701.324,3695.085,1929.6,12630.924,10701.324,563.822,1154.512,1718.334,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,18.990424242424247,0.1
469,0.8801989555358887,47,8,0.8,250,250,1000,1,1,24,7006.239,19219.571,12213.332,1156.8,20376.371,19219.571,726.986,2107.14,2834.126,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,18.586393939393943,0.1
472,0.6831533908843994,48,1,0.8,250,250,1000,1,1,21,7006.239,13532.19,6525.951,2064.0,15596.19,13532.19,590.6,1908.197,2498.797,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,18.990424242424247,0.1
475,0.5581264495849609,48,4,0.8,250,250,1000,1,1,15,7006.239,13453.127,6446.888,2067.2,15520.327,13453.127,694.907,1339.481,2034.388,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,18.990424242424247,0.1
477,0.38408637046813965,48,6,0.8,250,250,1000,1,1,10,7006.239,9601.2,2594.961,1750.4,11351.6,9601.2,554.261,930.085,1484.346,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,18.990424242424247,0.1
480,0.4961113929748535,48,9,0.8,250,250,1000,1,1,14,7006.239,11622.273,4616.034,1180.8,12803.073,11622.273,400.071,1678.075,2078.146,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,18.990424242424247,0.1
481,0.4080929756164551,49,0,0.8,250,250,1000,1,1,10,7006.239,10589.97,3583.731,2020.8,12610.77,10589.97,659.215,874.024,1533.239,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,19.394454545454547,0.1
482,0.45310068130493164,49,1,0.8,250,250,1000,1,1,13,7006.239,14026.648,7020.409,1198.4,15225.048,14026.648,704.703,1203.88,1908.583,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,19.394454545454547,0.1
476,0.8531920909881592,48,5,0.8,250,250,1000,1,1,25,7006.239,19230.976,12224.737,1160.0,20390.976,19230.976,649.711,2722.39,3372.101,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,18.990424242424247,0.1
484,0.42409610748291016,49,3,0.8,250,250,1000,1,1,12,7006.239,9530.449,2524.21,1971.2,11501.649,9530.449,379.086,1401.387,1780.473,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,19.394454545454547,0.1
483,0.4901113510131836,49,2,0.8,250,250,1000,1,1,13,7006.239,11478.009,4471.77,1192.0,12670.009,11478.009,519.286,1179.425,1698.711,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,19.394454545454547,0.1
478,0.7891786098480225,48,7,0.8,250,250,1000,1,1,21,7006.239,13234.742,6228.503,2017.6,15252.342,13234.742,516.39,2214.834,2731.224,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,18.990424242424247,0.1
479,0.8321883678436279,48,8,0.8,250,250,1000,1,1,24,7006.239,19219.571,12213.332,1156.8,20376.371,19219.571,726.986,2107.14,2834.126,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,18.990424242424247,0.1
487,0.36408329010009766,49,6,0.8,250,250,1000,1,1,10,7006.239,8365.557,1359.318,1715.2,10080.757,8365.557,350.51,1193.723,1544.233,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,19.394454545454547,0.1
485,0.6491477489471436,49,4,0.8,250,250,1000,1,1,18,7006.239,11623.311,4617.072,2073.6,13696.911,11623.311,502.803,1986.709,2489.512,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,19.394454545454547,0.1
488,0.4250969886779785,49,7,0.8,250,250,1000,1,1,11,7006.239,11878.758,4872.519,2022.4,13901.158,11878.758,722.032,1064.004,1786.036,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,19.394454545454547,0.1
491,0.3920884132385254,50,0,0.8,250,250,1000,1,1,10,7006.239,10589.97,3583.731,2020.8,12610.77,10589.97,659.215,874.024,1533.239,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,19.79848484848485,0.1
486,0.615138053894043,49,5,0.8,250,250,1000,1,1,18,7006.239,16399.986,9393.747,1160.0,17559.986,16399.986,639.537,1711.381,2350.918,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,19.394454545454547,0.1
490,0.5551235675811768,49,9,0.8,250,250,1000,1,1,14,7006.239,11633.345,4627.106,1180.8,12814.145,11633.345,401.653,1676.155,2077.808,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,19.394454545454547,0.1
492,0.5061137676239014,50,1,0.8,250,250,1000,1,1,13,7006.239,14026.648,7020.409,1198.4,15225.048,14026.648,704.703,1203.88,1908.583,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,19.79848484848485,0.1
494,0.4070920944213867,50,3,0.8,250,250,1000,1,1,12,7006.239,9530.449,2524.21,1971.2,11501.649,9530.449,379.086,1401.387,1780.473,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,19.79848484848485,0.1
493,0.48911023139953613,50,2,0.8,250,250,1000,1,1,13,7006.239,11478.009,4471.77,1192.0,12670.009,11478.009,519.286,1179.425,1698.711,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,19.79848484848485,0.1
489,0.8071825504302979,49,8,0.8,250,250,1000,1,1,22,7006.239,18675.302,11669.063,1156.8,19832.102,18675.302,743.71,2094.122,2837.832,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,19.394454545454547,0.1
497,0.39108920097351074,50,6,0.8,250,250,1000,1,1,10,7006.239,8365.557,1359.318,1715.2,10080.757,8365.557,350.51,1193.723,1544.233,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,19.79848484848485,0.1
495,0.6021366119384766,50,4,0.8,250,250,1000,1,1,18,7006.239,11623.311,4617.072,2073.6,13696.911,11623.311,502.803,1986.709,2489.512,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,19.79848484848485,0.1
498,0.4050912857055664,50,7,0.8,250,250,1000,1,1,11,7006.239,11878.758,4872.519,2022.4,13901.158,11878.758,722.032,1064.004,1786.036,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,19.79848484848485,0.1
496,0.6261427402496338,50,5,0.8,250,250,1000,1,1,18,7006.239,16399.986,9393.747,1160.0,17559.986,16399.986,639.537,1711.381,2350.918,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,19.79848484848485,0.1
500,0.558124303817749,50,9,0.8,250,250,1000,1,1,14,7006.239,11633.345,4627.106,1180.8,12814.145,11633.345,401.653,1676.155,2077.808,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,19.79848484848485,0.1
501,0.5461227893829346,51,0,0.8,250,250,1000,1,1,16,7006.239,13832.032,6825.793,1204.8,15036.832,13832.032,624.195,1412.844,2037.039,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,20.202515151515154,0.1
503,0.41309332847595215,51,2,0.8,250,250,1000,1,1,10,7006.239,8011.291,1005.052,1192.0,9203.291,8011.291,287.618,1250.098,1537.716,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,20.202515151515154,0.1
502,0.5941336154937744,51,1,0.8,250,250,1000,1,1,15,7006.239,12086.069,5079.83,1198.4,13284.469,12086.069,485.313,1704.462,2189.775,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,20.202515151515154,0.1
499,0.7181620597839355,50,8,0.8,250,250,1000,1,1,22,7006.239,18675.302,11669.063,1156.8,19832.102,18675.302,743.71,2094.122,2837.832,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,19.79848484848485,0.1
504,0.6651482582092285,51,3,0.8,250,250,1000,1,1,18,7006.239,11594.185,4587.946,1859.2,13453.385,11594.185,383.454,2006.199,2389.653,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,20.202515151515154,0.1
507,0.4781074523925781,51,6,0.8,250,250,1000,1,1,12,7006.239,9149.6,2143.361,1593.6,10743.2,9149.6,383.514,1118.424,1501.938,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,20.202515151515154,0.1
505,0.6631491184234619,51,4,0.8,250,250,1000,1,1,18,7006.239,12436.037,5429.798,1267.2,13703.237,12436.037,494.438,1841.285,2335.723,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,20.202515151515154,0.1
510,0.43709826469421387,51,9,0.8,250,250,1000,1,1,14,7006.239,11612.685,4606.446,1180.8,12793.485,11612.685,400.079,1678.555,2078.634,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,20.202515151515154,0.1
506,0.862194299697876,51,5,0.8,250,250,1000,1,1,24,7006.239,18584.04,11577.801,1160.0,19744.04,18584.04,715.336,2283.749,2999.085,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,20.202515151515154,0.1
512,0.4811069965362549,52,1,0.8,250,250,1000,1,1,15,7006.239,12086.069,5079.83,1198.4,13284.469,12086.069,485.313,1704.462,2189.775,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,20.606545454545458,0.1
509,0.6291418075561523,51,8,0.8,250,250,1000,1,1,17,7006.239,16233.624,9227.385,1156.8,17390.424,16233.624,731.756,1633.395,2365.151,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,20.202515151515154,0.1
508,0.6751508712768555,51,7,0.8,250,250,1000,1,1,21,7006.239,13694.119,6687.88,1913.6,15607.719,13694.119,596.809,1827.267,2424.076,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,20.202515151515154,0.1
513,0.39508891105651855,52,2,0.8,250,250,1000,1,1,10,7006.239,8011.291,1005.052,1192.0,9203.291,8011.291,287.618,1250.098,1537.716,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,20.606545454545458,0.1
511,0.6021361351013184,52,0,0.8,250,250,1000,1,1,16,7006.239,11902.579,4896.34,1204.8,13107.379,11902.579,396.607,1868.407,2265.014,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,20.606545454545458,0.1
515,0.6081366539001465,52,4,0.8,250,250,1000,1,1,18,7006.239,12436.037,5429.798,1267.2,13703.237,12436.037,494.438,1841.285,2335.723,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,20.606545454545458,0.1
514,0.6361427307128906,52,3,0.8,250,250,1000,1,1,18,7006.239,11594.185,4587.946,1859.2,13453.385,11594.185,383.454,2006.199,2389.653,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,20.606545454545458,0.1
517,0.4651048183441162,52,6,0.8,250,250,1000,1,1,12,7006.239,9149.6,2143.361,1593.6,10743.2,9149.6,383.514,1118.424,1501.938,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,20.606545454545458,0.1
520,0.4491004943847656,52,9,0.8,250,250,1000,1,1,14,7006.239,11612.685,4606.446,1180.8,12793.485,11612.685,400.079,1678.555,2078.634,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,20.606545454545458,0.1
518,0.6421449184417725,52,7,0.8,250,250,1000,1,1,21,7006.239,13844.689,6838.45,1913.6,15758.289,13844.689,614.023,1854.553,2468.576,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,20.606545454545458,0.1
522,0.5601258277893066,53,1,0.8,250,250,1000,1,1,15,7006.239,13833.835,6827.596,1198.4,15032.235,13833.835,563.089,1483.16,2046.249,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,21.01057575757576,0.1
519,0.6151378154754639,52,8,0.8,250,250,1000,1,1,16,7006.239,16027.127,9020.888,1156.8,17183.927,16027.127,736.947,1654.091,2391.038,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,20.606545454545458,0.1
516,0.8011798858642578,52,5,0.8,250,250,1000,1,1,24,7006.239,18584.04,11577.801,1160.0,19744.04,18584.04,715.336,2283.749,2999.085,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,20.606545454545458,0.1
521,0.577129602432251,53,0,0.8,250,250,1000,1,1,16,7006.239,11836.717,4830.478,1204.8,13041.517,11836.717,390.676,1866.967,2257.643,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,21.01057575757576,0.1
523,0.481107234954834,53,2,0.8,250,250,1000,1,1,12,7006.239,9171.188,2164.949,1192.0,10363.188,9171.188,288.246,1529.0,1817.246,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,21.01057575757576,0.1
524,0.4791078567504883,53,3,0.8,250,250,1000,1,1,12,7006.239,9597.323,2591.084,1865.6,11462.923,9597.323,385.311,1351.648,1736.959,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,21.01057575757576,0.1
525,0.6351428031921387,53,4,0.8,250,250,1000,1,1,18,7006.239,12435.714,5429.475,1267.2,13702.914,12435.714,495.332,1836.826,2332.158,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,21.01057575757576,0.1
527,0.4881095886230469,53,6,0.8,250,250,1000,1,1,15,7006.239,12577.944,5571.705,1160.0,13737.944,12577.944,525.428,1423.188,1948.616,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,21.01057575757576,0.1
530,0.527118444442749,53,9,0.8,250,250,1000,1,1,13,7006.239,11537.707,4531.468,1180.8,12718.507,11537.707,502.267,1366.79,1869.057,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,21.01057575757576,0.1
526,0.7171614170074463,53,5,0.8,250,250,1000,1,1,23,7006.239,18449.654,11443.415,1160.0,19609.654,18449.654,730.769,2061.809,2792.578,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,21.01057575757576,0.1
533,0.4070918560028076,54,2,0.8,250,250,1000,1,1,12,7006.239,9171.188,2164.949,1192.0,10363.188,9171.188,288.246,1529.0,1817.246,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,21.414606060606065,0.1
531,0.6151382923126221,54,0,0.8,250,250,1000,1,1,16,7006.239,11836.717,4830.478,1204.8,13041.517,11836.717,390.676,1866.967,2257.643,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,21.414606060606065,0.1
528,0.6651501655578613,53,7,0.8,250,250,1000,1,1,18,7006.239,11710.269,4704.03,1857.6,13567.869,11710.269,394.264,2093.773,2488.037,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,21.01057575757576,0.1
532,0.5161166191101074,54,1,0.8,250,250,1000,1,1,15,7006.239,13833.835,6827.596,1198.4,15032.235,13833.835,563.089,1483.16,2046.249,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,21.414606060606065,0.1
529,0.838188648223877,53,8,0.8,250,250,1000,1,1,26,7006.239,19491.865,12485.626,1156.8,20648.665,19491.865,758.822,2442.397,3201.219,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,21.01057575757576,0.1
534,0.4591047763824463,54,3,0.8,250,250,1000,1,1,12,7006.239,9597.323,2591.084,1865.6,11462.923,9597.323,385.311,1351.648,1736.959,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,21.414606060606065,0.1
535,0.5941338539123535,54,4,0.8,250,250,1000,1,1,18,7006.239,12435.714,5429.475,1267.2,13702.914,12435.714,495.332,1836.826,2332.158,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,21.414606060606065,0.1
537,0.5331189632415771,54,6,0.8,250,250,1000,1,1,15,7006.239,12577.944,5571.705,1160.0,13737.944,12577.944,525.428,1423.188,1948.616,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,21.414606060606065,0.1
538,0.5971343517303467,54,7,0.8,250,250,1000,1,1,18,7006.239,11710.269,4704.03,1857.6,13567.869,11710.269,394.264,2093.773,2488.037,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,21.414606060606065,0.1
540,0.5321197509765625,54,9,0.8,250,250,1000,1,1,13,7006.239,11537.707,4531.468,1180.8,12718.507,11537.707,502.267,1366.79,1869.057,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,21.414606060606065,0.1
543,0.39308905601501465,55,2,0.8,250,250,1000,1,1,11,7006.239,9346.934,2340.695,1192.0,10538.934,9346.934,312.453,1387.643,1700.096,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,21.81863636363637,0.1
541,0.6021347045898438,55,0,0.8,250,250,1000,1,1,16,7006.239,13466.358,6460.119,1204.8,14671.158,13466.358,601.065,1264.258,1865.323,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,21.81863636363637,0.1
536,0.8031814098358154,54,5,0.8,250,250,1000,1,1,23,7006.239,18449.654,11443.415,1160.0,19609.654,18449.654,730.769,2061.809,2792.578,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,21.414606060606065,0.1
542,0.5111143589019775,55,1,0.8,250,250,1000,1,1,15,7006.239,11922.488,4916.249,1198.4,13120.888,11922.488,340.545,2018.332,2358.877,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,21.81863636363637,0.1
539,0.8451905250549316,54,8,0.8,250,250,1000,1,1,25,7006.239,19052.124,12045.885,1156.8,20208.924,19052.124,762.442,2307.9,3070.342,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,21.414606060606065,0.1
544,0.4651048183441162,55,3,0.8,250,250,1000,1,1,13,7006.239,9947.389,2941.15,1817.6,11764.989,9947.389,410.95,1231.667,1642.617,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,21.81863636363637,0.1
547,0.560126543045044,55,6,0.8,250,250,1000,1,1,15,7006.239,12653.354,5647.115,1160.0,13813.354,12653.354,548.911,1369.594,1918.505,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,21.81863636363637,0.1
545,0.7231631278991699,55,4,0.8,250,250,1000,1,1,18,7006.239,12382.046,5375.807,1267.2,13649.246,12382.046,489.358,1834.738,2324.096,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,21.81863636363637,0.1
550,0.5191166400909424,55,9,0.8,250,250,1000,1,1,13,7006.239,11436.597,4430.358,1180.8,12617.397,11436.597,495.459,1274.107,1769.566,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,21.81863636363637,0.1
